  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle       E1+E2           E1   history_number
    3.16    1.33    0.54    0.30    0.38    0.05   0.74540282   0.63763100   0.15373000        75064
    4.98    1.79    1.42   -0.02   -0.25    0.02  -0.95014644   0.65399700   0.46692000        75077
    6.80    1.54    0.05   -0.07    1.14    0.59   0.87630204   0.37857600   0.03178100        75114
    4.96    1.32    1.01    1.66    1.02   -2.22   0.37080054   0.65289500   0.29096300        75167
    2.70    3.22   -0.09    0.03    0.22   -0.01   0.64010964   0.67835300   0.21931000        75222
    7.99    1.42    0.35   -0.40    1.12    0.92   0.65523879   0.69626200   0.22253500        75292
    3.92    4.54   -0.40   -0.04    0.78    1.15   0.56192165   0.68276400   0.25208800        75330
    7.18    3.05   -0.40   -2.29    0.56    1.84  -0.03457325   0.65072400   0.36993200        75364
    5.98    4.03    1.09    0.05   -0.68    0.37  -0.88506477   0.62834900   0.43897100        75368
    0.64    1.53    1.71   -0.40    0.29   -0.18   0.24996880   0.49319800   0.20710400        75375
    2.25    4.23   -1.14   -0.50   -0.53   -0.20  -0.63329713   0.65397600   0.44235300        75420
    3.18    1.50   -0.47    0.01    0.34    0.31   0.34010423   0.45255500   0.16692700        75429
    5.41    1.41    0.23    0.30    0.24   -0.37   0.62659729   0.45238300   0.11239100        75433
    4.87    1.70    0.18   -0.35    0.44   -0.07   0.55241786   0.43787000   0.12138200        75461
    0.21    1.65    0.07    0.16    0.19   -0.17   0.26777428   0.26925400   0.07496200        75489
    4.46    2.01   -0.60   -0.03    0.62   -0.52  -0.02266936   0.30236600   0.11399100        75491
    5.83    2.08   -0.79    0.29   -0.39    0.36  -0.26955886   0.65762700   0.40794400        75493
    3.92    3.60   -0.53   -1.37    0.50    0.19   0.23194857   0.65656200   0.32610600        75526
    4.35    4.25   -0.21    0.48    1.28    0.93   0.79090804   0.67435700   0.14583700        75613
    2.90    4.15    0.79   -0.52   -0.85    0.38  -0.81073829   0.66341900   0.46543300        75624
    4.82    3.14    1.00   -0.03    0.00   -0.07  -0.23229362   0.63762800   0.38636200        75663
    5.72    1.43   -0.33   -0.34    2.06   -0.60   0.91609410   0.68840600   0.06991200        75676
    1.36    1.71   -0.46   -0.02    0.02   -0.12   0.42289582   0.65416300   0.27794500        75725
    3.24    2.10   -1.25    0.96    2.72   -0.34   0.57096098   0.27763000   0.05248200        75753
    1.19    2.75   -0.79   -1.04    1.69   -0.25   0.90064603   0.52486800   0.04860300        75815
    4.70    2.05    0.16   -0.08    0.69   -0.75   0.63638092   0.67022100   0.21642400        75827
    3.93    2.20   -1.44   -2.24    0.09    2.04  -0.20595789   0.58776400   0.34154100        75857
    1.35    2.43    0.11    0.16    0.31    0.21   0.67211783   0.65186200   0.19224300        75909
    0.30    1.90   -0.19    0.13    0.30    0.12   0.72793239   0.66677900   0.17469400        75974
    7.82    2.98   -1.07   -0.03    0.24   -0.26  -0.37227209   0.66111300   0.42290800        75993
    2.61    1.52   -0.25   -0.75    0.09    0.38   0.17215505   0.66507300   0.34493400        75995
    2.71    2.17   -0.09    2.67    1.83   -0.80   0.64557571   0.68425500   0.22022500        76011
    3.58    1.34   -0.23   -1.17    3.96    1.91   0.35233864   0.33323100   0.09894900        76063
    3.90    2.64   -0.38   -0.10   -0.17   -0.43  -0.33181649   0.67532900   0.43065400        76070
    7.67    2.86   -0.57   -1.97    1.08    2.18   0.20442069   0.67527400   0.34608700        76101
    0.63    2.69    0.42    0.24    0.68   -0.36   0.75182257   0.66023600   0.16030600        76121
    1.11    3.86    1.52   -0.10    0.12   -0.10   0.70487539   0.62938100   0.16778700        76123
    0.70    2.25    0.50    0.02   -0.54   -0.40  -0.91615341   0.64503300   0.45635800        76218
    3.74    1.67   -1.19    0.10    0.20   -0.16   0.30845783   0.67529500   0.32245500        76240
    2.17    2.24    0.10    0.29    0.09    0.21   0.15846386   0.65555500   0.34032300        76283
    0.47    2.78    1.05   -0.08    1.56   -0.47   0.91771840   0.65361700   0.06224000        76318
    5.96    1.44    1.18    0.67    0.79    0.04   0.93933828   0.66963000   0.04931100        76493
    3.29    4.63   -1.59   -0.09    0.59    0.18   0.77447756   0.44015500   0.07159500        76514
    3.34    3.37   -0.77    0.75    0.14   -0.26   0.07843866   0.64050500   0.34330300        76519
    4.31    1.30   -0.93   -1.33    0.36   -0.75   0.76693941   0.43319800   0.07146900        76541
    3.99    1.82   -0.54    0.02   -0.09    0.09   0.34495745   0.66301400   0.30461000        76626
    2.42    2.98    0.30   -0.61    1.21   -1.29   0.64863256   0.65665500   0.20426400        76647
    3.01    2.05   -0.49    0.83   -0.17   -0.54  -0.13525203   0.66743300   0.39860900        76686
    3.39    2.57    0.02   -0.13    0.36   -1.16   0.47570755   0.65510500   0.26333000        76716
    4.92    1.41   -1.23    1.18    0.11   -0.16  -0.22454107   0.22223400   0.07722500        76724
    1.71    4.00    1.28    0.99   -0.04    0.42  -0.34853314   0.68184700   0.43827800        76740
    0.88    4.44    0.26   -0.05   -0.19    0.09  -0.77729503   0.66832200   0.46729100        76765
    5.05    2.03    0.43    0.07    0.29   -0.04   0.06068052   0.53205400   0.26307100        76766
    4.81    2.11   -0.95   -0.33   -0.29    0.17  -0.80463626   0.64168900   0.44522400        76767
    4.61    4.90   -0.24    1.38   -0.09   -1.06   0.04991285   0.66856200   0.37050100        76772
    6.13    4.00    1.44   -0.33   -0.17   -0.43  -0.43611426   0.65657700   0.42581400        76777
    6.98    3.57   -1.08    0.20   -0.29    0.33  -0.58547638   0.67114900   0.45341100        76813
    1.63    3.92   -0.67    0.36   -0.18    0.38  -0.46782086   0.67853100   0.44844600        76833
    7.28    1.71    1.27    0.10    3.78   -1.09   0.88915307   0.66806000   0.08455900        76839
    5.46    1.52   -1.21   -0.33    0.55   -0.08  -0.19259425   0.07523800   0.01123800        76847
    4.31    1.36    0.57    0.13    0.67    0.29   0.93310477   0.63569000   0.04883700        76864
    3.79    2.50   -1.54    0.51   -0.45    0.14  -0.58207388   0.68915500   0.46923400        76871
    7.77    1.48   -0.17   -0.75    0.33    0.36  -0.26350636   0.67427200   0.42147200        76905
    7.04    2.13   -0.27    0.27   -0.34    0.06  -0.97099992   0.42648400   0.26524300        76918
    1.04    2.33    0.87    0.81    0.51   -0.99   0.24049817   0.67722500   0.33972000        76924
    2.14    4.40   -1.58    0.56    0.51    1.50   0.24169798   0.67059800   0.33448200        76966
    4.50    2.76    0.45    0.33    0.84    0.28   0.91898537   0.68042500   0.06625400        76971
    5.07    4.19    0.45   -0.61   -0.15    1.14  -0.14284352   0.65491400   0.38919700        76982
    0.39    2.80   -0.54    3.13    1.59    1.30   0.17542321   0.64157100   0.32634500        76984
    7.35    1.55    1.19   -0.64    0.86   -0.36   0.56592444   0.66865800   0.24221800        76987
    3.90    1.99   -0.24   -0.99   -0.36   -1.22  -0.30339243   0.65198400   0.40715300        77051
    6.00    1.79    0.18   -1.05   -0.38    1.02  -0.33232161   0.64947600   0.40833700        77119
    1.73    4.18    0.98    0.05    0.53    0.67   0.62688854   0.68113600   0.22623800        77123
    3.24    2.72   -0.45   -1.90    0.66    0.78   0.29600960   0.64950500   0.30672300        77148
    5.94    1.64    0.27    0.22    0.16   -0.09   0.59034768   0.67058900   0.23445900        77192
    4.10    3.14   -1.52    0.19    0.51    0.15   0.89371103   0.67315400   0.08267700        77206
    4.14    1.86   -1.35    1.77    1.54   -0.04   0.67198988   0.65620200   0.19448300        77276
    2.47    1.41   -1.56   -0.09    0.56    2.43   0.07804239   0.66510100   0.36278100        77363
    4.75    1.83    0.58    1.99    0.39    0.06   0.33076101   0.64326700   0.29413300        77384
    2.81    1.36   -1.58    0.60    4.13   -0.11   0.96864741   0.66478900   0.02605300        77406
    6.39    1.92    0.59   -0.72    0.77    0.13   0.57750200   0.65565900   0.23048700        77439
    2.64    3.40   -0.77    0.06    1.45    1.52   0.65897692   0.65061900   0.19697300        77524
    0.42    1.73   -0.18    0.20   -0.16    0.03  -0.78079079   0.65489400   0.45536800        77683
    1.21    2.77   -0.98    0.40   -0.10   -0.15  -0.45820628   0.64131600   0.41470900        77697
    7.61    1.50    0.71   -0.44    0.15    0.08   0.06041762   0.64372300   0.34892700        77700
    4.23    1.48   -1.09    0.82    3.75   -0.07   0.18963006   0.16677000   0.03488100        77747
    6.55    3.08   -1.61   -1.97    2.45    0.72   0.55695489   0.65369200   0.23646700        77777
    2.57    2.11   -0.52   -0.01    0.62   -1.12   0.56144158   0.68157800   0.25154800        77800
    5.65    2.83    1.22   -0.72   -0.49   -2.90  -0.34829072   0.65621800   0.41597300        77808
    0.77    4.73    0.07    1.37   -0.68   -0.32  -0.54354308   0.54889500   0.34238900        77908
    2.16    1.72    0.40   -0.09   -0.23    0.32  -0.53030096   0.66337900   0.44126300        77919
    2.04    3.06   -1.34   -0.07   -0.21   -0.12  -0.80058478   0.65488600   0.45689100        77963
    1.68    1.32    0.97    0.09    0.46    0.52   0.05555514   0.65710000   0.36037000        78000
    1.65    2.18   -1.35   -0.54    3.05   -0.12   0.99578897   0.68642200   0.00386100        78025
    3.75    2.07   -0.72    0.50    0.76   -0.62   0.83768097   0.64671500   0.11021300        78057
    4.02    1.35   -0.02   -1.37    1.34    0.61   0.66095546   0.68432800   0.21369100        78061
    0.37    2.29    0.23    0.01    0.75    0.27   0.90872556   0.64217100   0.06608000        78099
    2.65    3.05   -0.78   -1.19    1.52    0.09   0.84930433   0.64186900   0.10216100        78159
    0.82    1.99    0.37   -0.46    0.27    0.56   0.97301104   0.42535800   0.00934600        78207
    3.80    2.73    0.81   -0.07   -0.45    0.55  -0.54128282   0.66766800   0.44613300        78257
    4.80    1.33   -0.72   -1.08    3.28    0.20   0.90044842   0.66117200   0.07544600        78265
    5.68    1.94    0.59    0.05    1.22    0.80   0.84979139   0.64564400   0.10298900        78351
    2.34    2.55    1.60    0.02    0.23   -0.18   0.69502351   0.66452500   0.18871000        78540
    2.17    2.72   -0.20    0.27    0.40   -0.01   0.76151228   0.65422100   0.15302900        78588
    1.00    2.18   -0.76    0.82    1.55    0.14  -0.68383031   0.44211800   0.26216500        78598
    7.73    1.64    1.21    0.12    0.12   -0.03   0.86440043   0.49138600   0.05668300        78605
    5.00    1.33    0.74    0.07    0.42    0.44   0.28506507   0.64183300   0.30366700        78665
    3.54    1.38   -0.49   -1.29    1.36   -1.06   0.75528607   0.65989000   0.15846000        78733
    4.08    1.52   -0.77    2.00   -0.19   -0.27  -0.61212217   0.64604500   0.43340200        78766
    3.60    1.40   -0.96   -0.75    3.74    1.36   0.90642920   0.66014400   0.07119300        78821
    6.21    1.72   -0.28    0.88    0.81   -1.12   0.63188950   0.64926900   0.20690200        78860
    6.34    5.06    1.18    0.47   -0.98    0.08  -0.85361512   0.64692600   0.45362200        78918
    1.32    4.11   -1.70    0.03    0.34    0.00  -0.35701572   0.43552800   0.23357600        78935
    4.01    1.89    1.02   -0.54    1.14    0.27   0.89178847   0.67257300   0.08385000        78936
    2.56    2.08   -0.26   -0.30   -0.30    0.06  -0.59526980   0.67064000   0.45386000        78974
    6.03    2.03    0.16   -0.01    1.04   -0.77   0.88439416   0.58178500   0.06766800        78975
    5.98    4.72    0.07    0.07    0.08    0.01   0.03292106   0.18970600   0.05011600        79005
    1.78    2.38    1.04   -0.34   -0.25    0.33  -0.41164377   0.69772600   0.45938900        79036
    3.07    2.09   -0.33   -0.38    0.30   -0.53   0.22297079   0.65306300   0.32539300        79060
    3.26    2.16    1.00    0.23   -0.77   -0.84  -0.75035899   0.63496500   0.43497500        79125
    5.59    1.40    0.02   -0.37    1.10   -0.05   0.88052351   0.64408200   0.08429900        79161
    2.47    2.27    0.06   -0.88    0.29   -0.36   0.73763105   0.54252400   0.11819800        79221
    5.89    2.55   -0.37    1.31    1.14   -1.35   0.72562077   0.61101800   0.15094300        79222
    7.14    1.73    0.58   -1.05    2.79   -1.71   0.61230421   0.63243400   0.20506400        79238
    3.80    4.64   -0.61   -0.18    0.66   -0.04   0.40931214   0.17772100   0.03028800        79240
    1.84    2.75   -0.23   -0.23    1.60    0.07   0.88067021   0.18767800   0.00788000        79249
    7.15    2.16   -0.11    0.85    1.05   -0.12   0.91006993   0.60206500   0.05768100        79415
    5.82    1.49    0.17    0.99    1.25    0.89   0.65934441   0.68602000   0.21528300        79421
    5.87    2.00   -0.50   -0.49    0.46    0.06   0.52538504   0.66560400   0.25428300        79452
    6.70    2.35    1.65    0.56    0.03   -0.28  -0.06849378   0.66747500   0.38885900        79567
    7.81    1.66   -1.09    0.14    1.37   -0.35   0.52393115   0.18809700   0.02804700        79585
    4.78    1.45   -0.13    0.01    0.31   -0.09  -0.13416651   0.32146200   0.13385500        79586
    3.31    1.33    0.71   -1.98    4.21   -0.38   0.90742007   0.66723900   0.07196100        79613
    2.75    1.66    0.46    0.87    0.22    0.46   0.21450261   0.66279100   0.33448600        79631
    4.48    2.29    1.32    0.91   -0.39   -0.78  -0.30029407   0.66109900   0.41462600        79691
    5.82    2.20   -1.20    0.05   -0.20   -0.24  -0.62591106   0.65729700   0.44467600        79729
    0.69    2.59   -0.33    0.23   -0.08    0.20  -0.46103098   0.65558200   0.42750700        79794
    3.18    3.88   -0.48   -0.02   -0.03    0.01  -0.86025461   0.65255800   0.45924100        79871
    1.89    4.31   -1.00   -0.82   -0.38   -0.37  -0.28119256   0.67268700   0.42229900        79887
    6.98    4.62   -0.14   -0.10    0.51    0.43   0.70317322   0.66641800   0.18598000        79890
    7.55    1.31    1.28   -2.75    0.16    0.30   0.35930665   0.37375100   0.11925800        79989
    3.66    4.24   -0.66   -0.12   -0.45   -0.04  -0.98474196   0.64448200   0.46051200        80034
    3.14    2.34    1.52    0.32    2.09   -0.63   0.19558341   0.27455100   0.08285200        80052
    5.91    1.87    0.09    0.23    0.73    0.59   0.98292889   0.32524600   0.00349600        80064
    4.62    2.36    0.89    1.27    0.93    0.32   0.65791763   0.65053700   0.19735700        80069
    3.81    3.17   -0.03    0.51    0.53   -0.41   0.65583363   0.65149300   0.19868700        80129
    3.49    1.72   -0.37   -0.60   -0.14    0.56  -0.18607101   0.65990000   0.39924300        80192
    6.37    1.34    1.46   -0.67    0.40   -0.26   0.27785626   0.68436500   0.33646700        80234
    1.39    2.27   -0.22   -0.12    3.18   -1.52   0.79916322   0.31676400   0.03507000        80242
    1.59    2.47    0.70   -0.02    1.08    0.02   0.90538085   0.24617300   0.01073200        80285
    7.47    4.41    0.08   -0.41   -0.17    0.32  -0.45093759   0.66710900   0.43661000        80362
    3.48    3.71   -0.84    0.18   -0.34    0.02  -0.97148162   0.67849300   0.49094400        80372
    0.87    2.22    0.02    0.14   -0.42   -1.31  -0.28427136   0.65651700   0.40877400        80445
    6.60    1.47    0.87   -0.40    0.61   -0.27   0.39035560   0.39305300   0.12547500        80449
    2.63    1.83   -0.20    0.72    2.73   -0.64   0.91068039   0.66440800   0.06913200        80549
    2.50    1.38   -0.99    1.15    2.08    0.77   0.75322838   0.67552200   0.16616400        80553
    1.30    2.98   -1.68    0.86   -0.11    0.25  -0.23026761   0.64732100   0.39431000        80575
    1.28    2.64   -0.51    0.10   -0.19   -0.43  -0.38359729   0.64238000   0.40787700        80605
    2.14    2.89   -0.42   -1.18    0.18   -1.05   0.22959475   0.62304000   0.30177300        80661
    5.40    3.27    0.07    0.22   -0.96    1.35  -0.74364006   0.66676000   0.46317700        80703
    4.75    4.85   -0.45   -0.11    0.48   -0.56   0.73263338   0.66050300   0.16963800        80757
    6.46    1.65    0.34   -0.82   -0.16   -0.03  -0.39445118   0.67141000   0.43434600        80797
    7.44    3.05    1.16   -0.53   -0.30    0.10  -0.61311827   0.67452300   0.45897400        80824
    7.29    1.99   -1.49    0.09    1.26    0.66   0.82090382   0.64985300   0.12055400        80827
    3.14    1.41    0.54   -0.08    0.34    0.54   0.72258555   0.40755500   0.07383700        80843
    2.48    2.10    0.60   -0.31    0.46    0.31   0.78528783   0.66589600   0.14558200        80869
    4.40    3.36    1.44    0.14    0.43    0.22   0.91784152   0.67902000   0.06683400        80927
    5.85    2.03    0.70    1.00   -0.39    0.15  -0.23932546   0.67245700   0.41685800        80991
    7.16    2.77   -1.21    0.08   -0.24    0.24  -0.69826188   0.67566000   0.46747600        81030
    1.18    4.64   -1.27    2.73    0.31    2.21  -0.09478870   0.64994100   0.37827900        81032
    3.98    1.57    1.19   -0.18    0.21    0.15   0.33852547   0.66132600   0.30502100        81074
    1.88    2.18    0.35    0.12   -0.08   -0.74  -0.11805322   0.65086800   0.38236700        81077
    4.02    3.38    0.25   -0.15   -0.10   -0.19  -0.57439187   0.64374400   0.42796700        81086
    1.68    1.77    1.56    0.91   -0.15   -0.05  -0.49765355   0.65311400   0.42899700        81123
    2.80    1.76    1.72   -0.12    0.42   -0.09   0.45157358   0.26412700   0.05833600        81142
    1.74    2.16    1.05    0.04   -0.08   -0.06  -0.91845714   0.65145100   0.46239200        81150
    3.46    3.69    0.37    0.69    0.84    0.39   0.35497335   0.61302600   0.26742800        81174
    4.42    2.77    0.58    0.79    0.85   -0.92   0.74549052   0.65695200   0.16196200        81227
    1.71    3.18   -1.55    0.06    1.89    1.35  -0.43791836   0.33683000   0.16390300        81262
    3.21    1.84    1.14   -0.78    1.33    0.32  -0.09745174   0.26170200   0.09416400        81280
    1.51    2.11    1.47   -0.60    0.33   -0.55  -0.77745285   0.47981000   0.30003600        81328
    3.40    3.70   -1.30    0.34    0.40   -0.24   0.71717670   0.65990000   0.17654000        81339
    1.22    2.91   -1.57    0.13    0.14    0.09   0.50312034   0.67297200   0.26618900        81362
    6.59    2.00   -1.56   -1.07    0.19    0.06  -0.00444226   0.66437600   0.37625900        81438
    1.34    2.93   -1.65    1.04    1.49   -0.03   0.74035530   0.69291200   0.18043200        81443
    3.22    1.43    0.98   -0.85    2.63    0.58   0.95855382   0.68207000   0.03575500        81452
    4.15    2.57    0.44   -0.31    0.07   -0.08   0.13555289   0.64235400   0.33451500        81478
    4.74    2.01    0.80   -0.29    0.78   -0.42   0.76096520   0.63502100   0.14543200        81479
    1.78    3.27    1.38   -1.16    0.12    0.24  -0.04629606   0.56031100   0.29936900        81532
    6.02    2.62    0.30    0.36    1.06   -0.47   0.59485937   0.42233700   0.10594300        81615
    4.88    4.03    1.03    0.28   -0.17    0.09  -0.44675596   0.64058300   0.41291200        81647
    0.77    1.66   -0.01    0.13    0.48   -0.49   0.63625063   0.66839100   0.21548600        81651
    2.12    2.92   -1.39   -0.06    0.83    0.27   0.91846042   0.67783200   0.06615900        81677
    2.32    2.76    0.21    0.25    0.16    0.41   0.66409588   0.66288500   0.20118400        81704
    6.92    3.89   -0.86    0.74    1.43   -0.24   0.55069624   0.27863600   0.05483100        81749
    0.18    1.62   -0.62   -0.15    0.62    0.88   0.94230549   0.43753800   0.02059700        81848
    4.21    2.89   -0.21    1.48    1.17   -0.82   0.58371054   0.64733900   0.22351000        81894
    7.24    2.21    0.62   -0.09   -0.17   -0.51  -0.12193636   0.67530800   0.40330100        81895
    2.77    2.80   -0.62    1.36    0.49   -0.86   0.26160907   0.67512800   0.33338700        81933
    3.59    2.98   -1.35   -0.07    0.29   -0.08  -0.23766149   0.26219400   0.10183500        81952
    7.96    3.01    0.36   -0.78    0.30    0.30   0.11267843   0.68456300   0.37179200        81982
    4.89    1.50   -1.15    0.58    0.40    0.09   0.77741250   0.67677700   0.15408800        82004
    3.37    5.28   -1.34   -0.24    0.26    0.04   0.72084363   0.66132900   0.17551500        82018
    5.93    1.50   -0.56   -0.48    1.14   -0.18   0.86101331   0.62401600   0.09054400        82058
    7.14    2.05   -0.65   -0.08    0.24   -0.14   0.75467564   0.67730700   0.16619600        82071
    4.68    1.70    1.62    3.24    1.63    0.01   0.56851948   0.66596300   0.23970000        82076
    3.77    1.40   -0.68   -0.55    1.84    0.48   0.74423811   0.39950400   0.06657200        82128
    2.47    2.56    0.65    1.08   -0.24    0.22  -0.27421126   0.66538600   0.41516400        82134
    2.37    1.67   -1.15    0.12    1.20   -0.35   0.96368024   0.66645000   0.03014100        82186
    3.24    1.76   -1.33    1.34    0.91    0.00   0.57829365   0.69273600   0.25197600        82209
    0.84    2.04    0.13   -0.11    0.21   -0.50   0.60660903   0.62660400   0.20390500        82236
    6.96    1.99    1.55   -0.29   -0.35   -0.25  -0.92323504   0.66016700   0.47071700        82257
    5.42    1.63    1.29    0.45    0.70   -0.46   0.79862112   0.67285300   0.14102200        82279
    2.34    2.36   -0.29   -0.68    0.26    0.45  -0.24778855   0.45526700   0.23967400        82318
    4.61    2.49   -0.75    0.28   -0.08   -0.14   0.01518156   0.66830200   0.37620900        82327
    7.27    3.86   -1.19   -0.86    1.50    1.13   0.54786911   0.66287300   0.24505400        82331
    6.40    2.89   -0.72    0.42    0.04    0.11   0.29477156   0.66996000   0.32185800        82364
    3.21    3.40   -1.19   -0.05    0.00    0.05  -0.05277974   0.64358300   0.36688400        82375
    1.98    4.05   -1.43   -1.14    0.07    0.12   0.18519250   0.69084500   0.36211800        82380
    3.77    1.49    1.02   -0.33    0.32    0.26   0.60757037   0.63860600   0.21013400        82416
    6.75    3.68   -0.29    0.16    0.67   -0.64   0.77191557   0.66961200   0.15408200        82460
    6.16    1.37   -0.25    0.36    0.41    0.19   0.62651237   0.67130800   0.22096400        82562
    3.73    1.62   -0.95   -0.38    0.70    0.00   0.87162759   0.66972300   0.09645100        82576
    4.41    1.99   -1.50    0.01    0.97    1.15   0.55514517   0.67615000   0.25053100        82616
    4.23    4.22   -0.51   -0.05   -0.43    0.19  -0.93587657   0.67673300   0.48683900        82710
    7.94    1.68   -0.15   -0.13    1.68    0.20   0.91001745   0.68304100   0.07333400        82719
    0.95    2.40    1.28    1.36   -0.97    0.10  -0.73589583   0.64030300   0.43864200        82748
    4.26    4.01   -1.12   -0.40    0.90   -0.17   0.55147354   0.33411400   0.07576500        82749
    7.42    2.04   -0.74   -0.33    0.77   -0.70   0.64038628   0.63831100   0.19785600        82763
    7.56    2.43   -1.61   -0.33   -0.53    0.08  -0.97518909   0.63436000   0.45059500        82871
    3.34    3.93   -1.20    0.33   -0.09    0.03  -0.45641617   0.65728200   0.42853000        82883
    3.40    1.52   -0.11    0.40    1.13    0.46   0.85190492   0.64330500   0.10109000        82918
    2.85    2.45   -0.41   -1.00    0.22    1.35   0.40400401   0.39094000   0.12243100        82931
    6.80    3.20   -1.46    0.04   -0.75    0.46  -0.61219463   0.67786100   0.46188800        82946
    3.38    4.37   -0.36   -0.76   -0.59    0.00  -0.70002683   0.66061700   0.45403100        82955
    0.63    3.54   -0.29    0.20   -0.06    0.11  -0.37620956   0.68054800   0.44031200        82960
    3.14    1.31   -0.77    1.28    1.74    1.26   0.62277103   0.64710400   0.20919200        83180
    5.47    1.53    1.66   -0.29    0.53   -0.30   0.65343339   0.63100700   0.18911200        83201
    2.29    2.02   -0.47    0.33    0.02    0.55  -0.37631582   0.69511300   0.45309900        83312
    0.97    4.37    0.55   -0.77    0.67   -0.55   0.48146809   0.67295400   0.27307000        83407
    6.40    2.22    0.84   -0.23   -0.13   -0.22  -0.29379061   0.57195400   0.33832400        83428
    6.70    1.58   -0.55   -0.68   -0.10   -0.26  -0.27733221   0.65424600   0.40599300        83447
    3.99    3.08    1.21    0.08    0.22    0.19   0.53664216   0.46341200   0.13711300        83479
    0.66    1.89    1.56    0.40    0.17    0.11   0.02167605   0.68220400   0.38637800        83481
    2.84    1.79   -1.26    0.30   -0.47    0.31  -0.46521899   0.61749600   0.39462000        83557
    4.51    3.57    0.66    0.04   -0.19    0.12  -0.64848570   0.67928100   0.46643100        83590
    5.84    5.04   -1.37   -0.06    0.14   -0.32   0.47638186   0.66923800   0.27224400        83645
    2.54    3.55   -1.00    0.34    0.54    0.05   0.10341369   0.39021700   0.15858800        83696
    3.43    3.91   -0.10   -0.19   -0.10    0.02  -0.43622765   0.64700800   0.41745000        83707
    2.48    1.90   -0.98   -0.27    0.27    0.22   0.63062084   0.65265400   0.20920700        83725
    1.22    3.38   -0.42   -0.31   -0.51    0.08  -0.74043328   0.62924000   0.42904600        83873
    6.72    2.03    0.54   -0.50    0.48   -0.20   0.44836945   0.65720300   0.27275200        83884
    2.96    3.88   -0.56    0.65    0.91   -0.10   0.80253369   0.67290300   0.13886600        83959
    5.26    1.78   -0.83    0.36   -0.30   -0.03  -0.27922143   0.29985400   0.12857200        83962
    2.24    2.17    0.29    0.40    0.83   -1.80  -0.15043097   0.66846500   0.40160600        83994
    4.73    2.25   -0.49    0.09   -0.25    0.12  -0.84872481   0.67465800   0.47858300        84018
    6.86    3.42    1.00   -0.61    0.76   -0.09   0.81895123   0.57180200   0.09632700        84058
    7.54    1.95   -0.29   -0.01    0.60   -0.12   0.74532052   0.59486200   0.13603200        84067
    0.84    1.62    1.31    0.01    0.37   -0.25   0.72524552   0.66627700   0.17573400        84080
    3.48    1.60    1.33    0.02    0.25   -0.10   0.85207461   0.62913700   0.09692800        84160
    2.35    1.49    1.39    1.12    0.79   -0.55   0.92197631   0.39416600   0.02237600        84231
    1.81    3.87    1.41   -0.06    1.34   -2.42   0.35205701   0.68463400   0.31814900        84252
    6.59    3.32   -0.25   -0.07    0.69   -0.15   0.92814028   0.68406900   0.06003100        84302
    2.98    3.02   -0.26   -0.19   -0.21    0.14  -0.56109726   0.66738000   0.44776300        84336
    4.60    2.17    1.26    0.00   -0.17    0.28  -0.75607710   0.67428000   0.47101200        84337
    4.47    2.06   -1.61    0.00    0.15    0.12   0.66630493   0.67890400   0.20853400        84349
    5.07    1.64    1.22   -2.17    1.69    0.08   0.22153713   0.67661200   0.34343000        84355
    5.77    2.50   -0.46    1.57   -0.04    1.15   0.14063021   0.67494400   0.35882300        84372
    3.22    2.20   -1.05   -0.32    0.15    0.13   0.44282770   0.66285800   0.27809100        84417
    3.18    2.33   -1.55   -0.24   -0.37    1.27  -0.10290837   0.58146800   0.32361100        84431
    6.44    1.64    0.31    0.45    0.38   -0.05   0.81549745   0.70095800   0.14157400        84609
    0.90    1.73   -0.96   -0.68   -0.36    0.65  -0.21052184   0.64473400   0.38962900        84658
    4.25    2.22   -0.37    0.00    0.45    1.91   0.13719103   0.64504500   0.33628400        84675
    7.23    1.97    1.02   -0.28    1.13    0.20   0.52831835   0.53204500   0.17523300        84711
    6.46    3.12    1.44   -0.09    1.58   -1.38   0.68367004   0.68560900   0.20428400        84715
    6.24    3.60   -1.55    0.59   -0.03    0.28   0.35736232   0.64184500   0.28668300        84723
    7.26    3.18   -1.28   -0.58    1.43    0.71   0.69387830   0.66320800   0.18857400        84742
    7.34    1.33    0.98   -0.81    0.99   -0.24   0.51054082   0.65076200   0.24988100        84753
    5.84    1.83   -0.78   -0.23    0.62   -0.49   0.74754937   0.67867800   0.17041500        84757
    2.25    3.02    1.19   -0.17    0.94    0.35   0.74916913   0.28329800   0.03458600        84793
    2.06    2.86   -0.62    0.63   -0.66   -0.68  -0.31498340   0.64740900   0.40457100        84811
    5.93    1.49   -0.78   -0.41   -0.01    0.21  -0.70109563   0.46087600   0.27901600        84828
    2.16    1.78   -0.68    1.47   -0.25    0.67  -0.16663653   0.68406400   0.41703400        84846
    5.67    1.73    1.23    2.30   -0.33   -0.14  -0.67461981   0.59556800   0.39380100        84851
    2.08    1.72    1.51   -1.06    1.59   -0.53   0.79687286   0.66788700   0.14011800        84898
    0.41    2.29    0.87   -0.38    0.35   -0.02   0.46885761   0.62272700   0.24469200        84972
    7.14    3.48   -1.56   -0.22   -0.05    0.57  -0.55565804   0.62489200   0.40958900        85064
    6.44    3.35    0.49    0.40   -0.91   -0.08  -0.94287257   0.65970300   0.47166000        85075
    3.77    4.44    0.51   -0.18   -0.38   -0.30  -0.82941413   0.66743800   0.47052300        85179
