  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle       E1+E2           E1   history_number
    7.28    3.75    0.97    0.56    0.64   -0.11   0.38105711   0.30418900   0.08190100       204507
    4.52    1.48   -1.72   -0.09    1.66    0.69   0.37721576   0.34014500   0.09968400       204551
    1.75    3.79    1.24    0.29   -0.55    0.41  -0.53490416   0.68549200   0.46140400       204592
    4.89    2.51   -1.53    0.13    0.21   -0.08   0.89082029   0.64125800   0.07727200       204642
    2.55    1.31   -0.93    0.52    0.73    1.20  -0.97265831   0.46209200   0.29610200       204647
    1.39    1.56    1.50   -0.51    1.53    0.07   0.99198690   0.64728200   0.00650400       204682
    4.39    1.31    0.69   -0.20    2.84   -0.61   0.95183726   0.65784400   0.03840700       204761
    1.29    3.48    0.64   -0.90    1.34    0.80   0.83326833   0.66142700   0.11740700       204838
    5.80    1.69    0.84    1.18    1.61   -0.27   0.88761866   0.66089100   0.08386800       204887
    7.01    4.28   -0.62   -0.14   -0.68   -0.15  -0.91243534   0.67733600   0.48572500       204896
    3.09    2.61    1.26    0.04   -0.11    0.05  -0.85776402   0.63919300   0.44688600       204905
    0.66    3.27    1.70    1.03   -0.13   -0.40  -0.46096323   0.64596000   0.41905400       204926
    5.36    2.59   -0.07   -0.40    0.92   -0.52   0.78026530   0.65888900   0.14546700       204942
    0.62    2.83   -0.10   -0.23    0.19    0.21   0.97408295   0.51156000   0.01293700       204947
    0.63    2.26   -0.83    0.14   -0.29   -0.02  -0.82306785   0.67424600   0.47625700       204949
    1.52    4.06    0.17   -0.65   -0.31   -0.10  -0.23561123   0.64279100   0.39113900       205050
    7.57    1.99    0.33   -0.53   -0.70   -0.64  -0.48314384   0.67510000   0.44698200       205070
    0.97    3.29   -0.43    1.48   -0.27   -0.16  -0.27096965   0.68825400   0.43445800       205075
    1.99    2.09   -0.88   -1.12   -0.01    0.13  -0.32791650   0.50829000   0.28928200       205137
    4.13    1.72    0.07    1.56    0.05    0.87   0.05547996   0.66345000   0.36544500       205154
    1.28    2.97   -0.42   -0.83   -1.07    0.25  -0.69808410   0.64787900   0.44239500       205203
    5.61    3.46    0.00   -0.27   -0.03   -0.41  -0.72701796   0.66342500   0.45880100       205246
    0.57    1.94   -0.52    0.75    2.22    1.00   0.76448128   0.68272800   0.16341200       205279
    6.19    2.57    0.29   -0.06    0.35   -1.07  -0.79511565   0.68739700   0.48609700       205309
    6.80    2.47    0.32   -0.12    0.25   -0.16   0.89405421   0.59017700   0.06434200       205340
    1.64    2.20    1.09   -0.04   -0.03   -0.02  -0.39007226   0.67793300   0.43957500       205413
    5.14    1.60   -0.91   -0.11    0.18    0.11   0.67832542   0.68403400   0.20588900       205567
    5.47    4.81   -1.56    0.62   -0.14    0.36  -0.17710267   0.67522100   0.41098700       205572
    6.62    4.97    0.63   -0.20   -0.30   -0.24  -0.92070476   0.66701800   0.47682900       205600
    3.98    2.06   -0.06    0.14   -0.23    0.12  -0.36639193   0.58130200   0.35373100       205609
    7.41    2.19    0.34    0.47   -0.16   -1.53  -0.01886642   0.69006600   0.39962200       205667
    4.29    5.49   -1.22   -0.83   -0.20    1.50  -0.64707571   0.67548000   0.46288000       205674
    1.66    3.17   -0.17    0.73    1.07   -0.12   0.82322203   0.66187700   0.12331600       205682
    4.02    4.77   -1.02    0.10    0.76   -0.02   0.99423613   0.65385400   0.00478700       205757
    5.84    1.70    0.08    0.76    0.54    0.89   0.54904139   0.67480200   0.25186500       205769
    7.35    2.15    0.67   -0.13    1.62    0.26   0.93561590   0.68882800   0.05500900       205781
    6.11    2.31    1.38   -0.36    1.20   -0.42   0.80324130   0.66574000   0.13583600       205808
    0.71    1.41    0.61    0.18    1.05   -0.68   0.71730820   0.63330800   0.16431400       205826
    3.92    2.03    1.02    0.16    0.40   -0.34   0.53051913   0.68121500   0.26222900       205868
    0.33    3.43    1.05    0.55    0.51   -0.16   0.45546464   0.66240300   0.27409600       205915
    1.27    1.32   -1.43    0.56    0.79    0.86   0.34879039   0.64234900   0.28913800       205988
    7.43    2.47   -1.08   -0.05   -0.34    0.38  -0.80370891   0.64528400   0.44841300       206020
    5.40    3.44    1.09    1.56   -0.61    0.38   0.32473447   0.48306400   0.18821600       206110
    1.13    3.09   -0.68   -0.98    2.25    0.04  -0.59077830   0.09330600   0.02100200       206139
    1.50    3.94    0.78    0.05    0.81   -0.19   0.93451465   0.70300400   0.05810000       206140
    6.67    2.17    0.43    0.05    0.77    0.33   0.90249734   0.61510100   0.06460900       206214
    7.50    3.93   -1.35   -0.30   -0.24    1.00  -0.32358277   0.69836900   0.44974200       206259
    5.93    4.56   -0.30    0.12    0.27   -0.60   0.55400633   0.68297300   0.25506900       206273
    4.43    1.95    0.80   -0.74    1.62   -1.83   0.88826792   0.32856800   0.02202300       206294
    2.14    3.07   -0.01   -0.08   -0.08    0.09  -0.84235194   0.64301000   0.44923300       206353
    2.36    4.47   -1.30   -1.18    1.11    0.79   0.63783391   0.67734600   0.21969900       206371
    7.23    1.36    0.41    0.43    0.67   -1.30  -0.05445369   0.50690200   0.25914900       206375
    6.25    1.63   -0.66   -0.64    0.77    0.47  -0.25060952   0.42719700   0.21835100       206378
    2.49    3.72   -0.59   -1.10    0.87   -0.17   0.69412094   0.65968100   0.18675000       206380
    2.30    1.85   -0.86   -0.42   -0.38    0.24  -0.44768757   0.65999800   0.43001800       206411
    6.03    2.74   -1.55    1.35    1.84    0.35   0.87033510   0.69290400   0.10361100       206470
    4.83    2.79    1.00   -0.75    0.19   -1.70   0.00745735   0.64943700   0.36225800       206507
    2.41    1.39    0.98    0.36    0.63    0.02   0.79055473   0.31827300   0.03672800       206566
    6.54    3.71    0.08    0.22   -0.66   -0.35  -0.72456633   0.66312000   0.45832400       206609
    1.53    1.47    0.29    0.51    0.05   -0.07   0.30577679   0.52871400   0.22101600       206619
    0.63    3.89    0.88    0.35    0.31    0.09   0.33561588   0.66938700   0.31148600       206663
    1.20    2.40   -0.74    0.41   -0.11   -0.04  -0.26355342   0.42310300   0.21632900       206664
    5.75    1.70   -1.20    1.27    1.92    0.84   0.89507657   0.63158300   0.07250300       206727
    6.85    1.66    0.83    0.42   -0.22    0.31  -0.03166506   0.59495400   0.32466300       206733
    7.42    3.81   -0.44   -1.20    0.30    0.33  -0.08961941   0.66588400   0.39071200       206739
    5.14    1.77   -0.63    0.63    0.38   -0.48   0.51328331   0.66502500   0.25788900       206785
    5.75    1.56    0.53   -0.08    0.17   -0.01   0.98818373   0.47497100   0.00516000       206823
    6.92    4.08   -0.67   -0.56    0.85    0.63  -0.38855348   0.65868100   0.42258200       206919
    6.44    2.63   -0.32   -1.19    2.78    0.23  -0.66323629   0.28398200   0.13640700       206964
    2.99    1.77    0.22   -0.45   -0.30   -0.10  -0.55486592   0.65640000   0.43740200       207077
    3.36    1.88    1.37    0.64    0.54   -0.01   0.21958496   0.66246100   0.33316200       207143
    3.64    2.49   -1.13   -0.28    0.29    0.16  -0.30734020   0.65929000   0.41390200       207152
    2.21    2.49   -0.75    0.31    0.57    0.08   0.80782497   0.63273900   0.12162400       207187
    0.68    4.22   -1.02    0.15   -0.78    0.78  -0.88392133   0.62550600   0.43630700       207210
    5.92    2.23   -0.18    0.18    3.05    0.83   0.96159000   0.66408500   0.03157300       207225
    5.15    1.30   -0.38    0.47    0.28    0.14  -0.38542864   0.67387800   0.43550800       207226
    6.67    1.42    0.91    0.91    1.45    0.78   0.68311917   0.66311100   0.19322200       207234
    1.59    2.76    0.64    0.10   -0.18   -0.60  -0.42909844   0.66108200   0.42902800       207249
    0.60    3.77   -1.27   -0.41    0.42   -0.09   0.83980417   0.64109800   0.10728600       207322
    4.21    1.76    0.13   -0.36    0.84    0.23   0.88318478   0.66112900   0.08680100       207358
    0.93    1.91    0.16    0.51   -0.60    0.08  -0.96633021   0.63316200   0.44891100       207373
    3.04    2.76   -1.15    0.21   -0.07   -0.26  -0.05415486   0.66518900   0.38478300       207410
    7.91    1.42    0.31   -0.26    0.38    0.48   0.62232089   0.41626500   0.09793700       207493
    3.59    2.59    0.36   -0.25   -0.38   -0.41  -0.56958307   0.47756900   0.28397800       207556
    1.31    5.37    1.08   -0.61   -0.15   -0.27   0.10485758   0.65633000   0.35102100       207597
    3.01    5.10    0.89   -1.24    0.44   -0.83   0.26186642   0.66186100   0.32349500       207625
    3.68    1.74   -1.39    0.49    1.33    0.49   0.40726494   0.39053900   0.12175900       207670
    5.02    1.43    0.13    0.14    0.57   -0.12   0.73479703   0.36861400   0.05919400       207686
    3.67    4.26    0.08    0.14    0.96    0.89   0.88894180   0.38611600   0.02989300       207694
    0.77    3.30    0.23   -0.27    1.33    0.46   0.96770226   0.57159000   0.01993000       207717
    0.48    2.51    0.67   -0.18    0.40   -0.08   0.87022317   0.43556100   0.04338200       207752
    0.87    1.74    0.45    0.46    0.59   -1.16   0.33562342   0.67877400   0.31820500       207758
    2.18    3.04    0.45   -0.21    1.48   -0.59   0.91912134   0.66388100   0.06312500       207779
    5.46    5.20    0.42   -0.11   -0.08    0.19  -0.50630377   0.64957600   0.42672100       207780
    1.35    1.45   -0.60   -0.29    0.32   -0.09   0.84757782   0.67362600   0.11270600       207793
    7.07    1.91    0.35    0.10   -0.20    0.05  -0.74532901   0.65671500   0.45421400       207845
    1.24    2.42    0.14    0.71    0.13    0.34   0.00943701   0.68627000   0.39177400       207876
    7.90    2.86    0.79    0.09    0.35    0.33   0.77966893   0.66869500   0.14965300       207878
    3.54    1.81   -0.64   -0.21   -0.43   -0.89  -0.32670075   0.69758300   0.44943200       207906
    1.73    2.15   -0.29   -0.95   -0.21    0.80  -0.01637706   0.68077500   0.39158300       207933
    6.71    3.19   -0.82   -1.19    0.13   -0.35  -0.08031703   0.66186700   0.38600500       208037
    2.16    2.43    1.43   -0.17    0.70   -0.08   0.96599406   0.67436500   0.02896400       208127
    4.47    1.51   -0.46    0.21    0.65   -0.08   0.85567177   0.50027600   0.06193700       208188
    7.11    1.48    1.27    0.09   -0.03   -0.11  -0.44588763   0.54291500   0.32884800       208281
    5.72    3.68    0.00   -1.23    0.77   -0.46   0.42890359   0.66084900   0.28073800       208309
    2.13    2.91    1.16    0.35    1.99    0.06   0.96466806   0.65914300   0.02873100       208345
    5.56    2.02    1.74    1.38    1.34   -0.79   0.69697748   0.66086100   0.18606700       208371
    5.71    1.78   -0.19    1.19    0.51   -0.68   0.51075136   0.68253100   0.26974600       208468
    5.24    3.42    0.45    0.10    0.22    0.38   0.52813427   0.63324500   0.23365800       208484
    6.04    2.44    0.57   -0.62   -0.53   -0.43  -0.71387251   0.66533400   0.45944400       208501
    3.72    3.31   -1.05   -0.10    0.43   -0.01   0.79503524   0.27214300   0.02678300       208593
    5.34    2.30   -0.65    2.14    2.19    0.65   0.76718050   0.65335700   0.14987600       208596
    0.58    2.15    0.66    0.04   -0.05   -0.06  -0.73023814   0.65123600   0.44804700       208631
    6.15    1.57    0.65   -0.74    0.40    0.79  -0.78143453   0.67092200   0.46998400       208650
    7.32    4.13    1.01    0.05    0.46    0.67   0.61338382   0.65242300   0.21561500       208660
    6.49    2.26    1.59   -0.17    0.62   -0.60   0.53117524   0.65120300   0.24355300       208679
    6.45    5.55    0.06   -0.94   -0.30    0.82  -0.40082570   0.66796800   0.43203100       208717
    2.53    4.58   -0.13   -0.31   -0.11    0.03  -0.32605134   0.64756400   0.40597500       208736
    6.26    3.39   -1.32    0.10    0.75   -0.06   0.66911198   0.25377700   0.03581700       208783
    4.44    1.57    0.11   -0.19    0.51    0.08   0.90311330   0.69283800   0.08044600       208796
    0.20    3.19    0.17    0.91    0.06    1.53  -0.07420761   0.66213100   0.38531000       208893
    5.61    5.16   -0.73   -0.05   -0.02   -0.02  -0.70263012   0.58514600   0.38677000       208951
    2.36    3.14    1.11    0.16   -0.26    0.07  -0.63236074   0.53561800   0.33804600       208972
    5.80    1.64   -0.72   -0.04    0.50   -0.17   0.65047398   0.30885800   0.05386900       208998
    5.49    1.30    0.08    0.19    0.07    0.20   0.35436968   0.27906100   0.07274400       209035
    1.56    1.63    0.83   -0.04    0.75    0.29   0.94848036   0.67262400   0.04271700       209144
    5.67    2.86    0.98    0.61    0.64    0.32   0.80248637   0.64854700   0.12999100       209145
    3.59    4.36    1.37    0.47    1.07   -0.48  -0.91458985   0.39607600   0.23662500       209160
    7.12    1.73   -0.09   -0.27    2.67    0.62   0.88787043   0.63996000   0.07880200       209210
    7.64    1.63    0.45   -0.46   -0.15   -0.18  -0.58111311   0.64463700   0.42937100       209390
    4.85    2.23    0.39    0.03   -0.08   -0.02  -0.69055846   0.53914300   0.34546200       209414
    6.53    1.90   -0.58   -0.25    0.57    0.61   0.59695335   0.40632000   0.09861400       209437
    7.92    2.52   -0.31   -1.82    0.75   -1.25  -0.12176436   0.65077100   0.38280900       209439
    6.55    2.72   -0.27    0.01    0.99   -0.30   0.94882383   0.66781300   0.04186400       209461
    4.99    1.66   -1.44   -0.58    0.63    0.07  -0.58789599   0.34436200   0.17801000       209473
    2.85    3.68    1.06   -0.11    1.36   -0.55   0.89931633   0.67132200   0.07842400       209492
    0.24    1.92   -0.50    0.01    1.60    0.33   0.29278422   0.38416000   0.13334900       209518
    6.71    3.42   -1.56   -0.35   -0.72    0.20  -0.99773479   0.68651100   0.50015600       209591
    6.92    3.20    0.40    0.58    0.18    0.73   0.34607983   0.68993400   0.32351300       209608
    1.02    2.51    1.11    0.85    0.64    0.15   0.42509126   0.66125000   0.28208200       209615
    7.23    2.00    1.16    0.30   -0.40    0.33  -0.39927274   0.65325900   0.41901700       209656
    2.71    1.34    1.56   -0.36    0.09   -0.18  -0.23565794   0.37893100   0.18119000       209693
    3.53    4.29   -0.49    0.09    0.84   -0.94   0.70393760   0.64853000   0.17712700       209697
    7.72    2.13   -0.43   -0.03    0.29    0.09   0.00848928   0.28919100   0.10394600       209765
    3.16    1.32   -1.24    0.70    1.25   -0.26   0.36852079   0.43150700   0.15007300       209795
    6.20    1.42   -1.25    1.05    0.24    0.36   0.33897126   0.67042500   0.31138300       209802
    5.12    2.78    1.16   -0.03   -0.28    0.24  -0.74023931   0.65681700   0.45389700       209891
    0.88    3.69   -0.69   -0.22    0.07   -0.01   0.32702176   0.64172200   0.29393100       209955
    3.71    1.57   -1.73    0.34   -0.06    0.10  -0.16067165   0.66600700   0.40095600       209959
    5.27    4.01    0.61    0.13    0.59   -0.21   0.18355741   0.67012400   0.34649900       210012
    5.48    1.72   -1.04    0.24    3.26    0.26   0.97853612   0.64163700   0.01683900       210027
    6.60    2.93    0.58    0.15    0.09    0.38   0.37407006   0.65966300   0.29481100       210035
    6.64    1.66   -1.30    1.34    2.65    0.75   0.91399413   0.63128300   0.06063200       210103
    3.91    2.05   -1.58   -1.29    0.38    0.74   0.10443444   0.64793200   0.34452900       210111
    2.28    1.87    0.37    0.07    0.40    0.13   0.85945001   0.50076100   0.06062200       210155
    4.28    4.16    0.43    0.45    0.22   -0.09   0.45766249   0.67741600   0.28333100       210199
    3.86    3.56    0.61   -0.15   -0.31   -0.98  -0.39121863   0.66137500   0.42522200       210282
    5.38    3.18   -0.43    0.22   -1.19   -0.81  -0.80114797   0.62311200   0.42816500       210350
    3.75    3.19   -0.46    0.34   -0.01   -0.13   0.02263790   0.67111000   0.37722700       210369
    5.12    4.69    0.17   -0.12   -0.41   -0.39  -0.74797721   0.66871400   0.46530100       210418
    7.78    1.63   -1.24   -0.10    3.08    0.73   0.87724798   0.66422200   0.09139900       210435
    4.05    2.33    1.24    0.73   -0.47   -1.55  -0.16071841   0.65309800   0.39012200       210442
    7.35    2.56   -1.07   -0.19    1.26   -0.42   0.88525061   0.67928600   0.08990400       210456
    6.40    1.31    0.54    0.15    1.95    0.07   0.92290390   0.34641500   0.01720600       210459
    1.82    2.15   -0.86   -0.12    0.35   -0.09   0.75939628   0.66007800   0.15650800       210466
    7.55    1.66   -0.69   -0.49    0.04   -0.14  -0.26953787   0.64187100   0.39449100       210491
    3.32    1.86   -0.54    0.78    3.22   -0.59   0.80328058   0.31243800   0.03354500       210492
    4.77    2.37   -0.47   -0.82    0.74   -0.59   0.58145352   0.65864400   0.23080800       210510
    4.34    4.24    0.88    0.30    0.31    0.15   0.21704118   0.45076000   0.18414200       210514
    7.48    3.49    0.13   -0.88    0.26    0.35  -0.11179521   0.64736600   0.37858100       210518
    5.05    2.88    0.81    0.17    0.41   -0.22   0.21006753   0.42809400   0.17048100       210532
    1.88    3.80   -0.63   -0.48   -0.29    0.25  -0.40351654   0.66130800   0.42649800       210541
    2.25    2.32   -0.45    0.31    2.77   -0.40   0.93341783   0.64265700   0.04965600       210542
    5.97    2.45   -0.80    0.14    0.46   -0.15  -0.40978160   0.51195100   0.29973500       210624
    4.28    2.64    0.80   -1.57    2.68    0.54   0.81229748   0.66848900   0.13178800       210662
    6.21    4.11    0.69    1.65    0.91   -1.13   0.36119345   0.64816100   0.29011500       210675
    3.75    1.55    0.25    0.31    1.59   -1.76   0.39727015   0.49890700   0.18482600       210692
    5.78    1.80    1.08   -0.01   -0.26    0.09  -0.15169136   0.26091000   0.09661300       210752
    2.75    2.49    1.08    0.02    0.19    0.06   0.95833217   0.67604000   0.03532000       210754
    3.85    4.68    0.18    0.68   -0.16   -0.05  -0.26503558   0.63944100   0.39188400       210863
    6.36    1.75   -0.54    0.15    1.76   -0.72  -0.25761041   0.17625800   0.05332600       210883
    7.21    3.19   -0.64   -0.01    0.00   -0.01   0.39422186   0.41973400   0.13946000       210913
    7.04    1.51    0.62    0.21    0.16   -0.04   0.50581067   0.48572000   0.15524000       210941
    5.27    1.55    0.32   -0.11    0.19    0.76   0.05342801   0.64777900   0.35332600       210988
    3.21    1.72    0.11    2.09   -0.05    0.25   0.27909469   0.66065200   0.31870500       211027
    7.35    1.86    0.33   -0.30    0.63    0.04   0.65026232   0.48889700   0.12257500       211113
    3.88    2.17   -0.67   -0.02   -0.10    0.06  -0.82332071   0.65545400   0.45913700       211159
    3.67    1.88   -1.60    0.06    0.42    0.29   0.25623350   0.39372100   0.14343200       211183
    7.88    2.14    1.19   -0.08   -0.61    0.54  -0.77963615   0.65782000   0.45793300       211189
    7.42    2.70    0.40   -0.71   -0.14   -1.08  -0.29355021   0.66814800   0.41989100       211200
    5.36    2.98    0.10    0.18    0.31    0.33   0.63765958   0.62890700   0.19396200       211201
    7.34    1.55    0.52    0.01    0.38    0.28   0.96734635   0.46427200   0.01337700       211222
    2.65    1.54   -1.01    0.32    0.62   -0.04  -0.53071901   0.45107000   0.25922300       211288
    6.36    4.03    0.81   -0.66    0.69   -0.01   0.54671124   0.63232300   0.22722400       211314
    3.33    3.77   -0.79    0.16    0.46    0.28  -0.44181282   0.66746100   0.43596700       211333
    3.07    2.46    0.51    0.05   -0.49   -0.85  -0.68000962   0.65055700   0.44329600       211590
    3.13    1.98   -1.25    0.46    0.50    0.08   0.67640684   0.67121800   0.20020500       211595
    4.95    1.62    1.25    0.45    0.69    0.47   0.79882995   0.58866900   0.11075500       211604
    3.09    3.17   -0.96   -1.05   -0.23    0.25  -0.25685762   0.66982900   0.41682600       211618
    1.87    1.88    1.64    0.27   -0.27    0.02  -0.92098379   0.55289400   0.37329400       211640
    4.73    1.71   -1.13    0.22    0.15   -0.38   0.77570178   0.50019300   0.09004900       211658
    0.27    3.09    0.61   -0.04    2.03   -0.54   0.61797653   0.54184900   0.15621500       211714
    5.45    2.94   -1.20   -0.01   -0.44    0.37  -0.79910934   0.68038500   0.48000500       211727
    5.49    4.46    0.44    0.27   -1.04   -1.42  -0.67485284   0.65755000   0.44914700       211857
    3.60    1.94    0.35    0.20   -0.38    0.49  -0.82021366   0.65105300   0.45489900       211894
    5.56    1.62    0.24    0.48    0.41    0.11   0.37858754   0.44982300   0.15905500       211898
    6.03    3.63    0.80    0.52   -0.27   -0.61  -0.25186570   0.64609900   0.39594800       211904
    4.05    1.64   -0.74   -0.61    1.58    0.02   0.91109342   0.65693500   0.06738400       211908
    3.62    2.63   -0.52    0.77    1.75    1.66   0.69204020   0.66330000   0.18942800       211979
    5.45    1.86    0.65   -0.70    0.75   -0.04   0.61598107   0.64709600   0.21172100       211992
    5.21    2.49   -1.56   -0.16    0.44   -0.06   0.89661510   0.65892000   0.07750900       212034
    6.68    1.95   -0.42   -0.03    0.23   -0.04  -0.54420229   0.39835300   0.21759500       212036
    0.14    3.13    0.24    0.96    0.15    0.02  -0.15929290   0.67009700   0.40421000       212041
    1.79    2.91   -1.30   -1.55   -1.32    0.96  -0.60037973   0.64639100   0.43266600       212044
    1.92    1.82    1.39   -0.02    0.45   -0.28   0.60877669   0.30304100   0.05706800       212107
    5.59    1.95    1.32    0.03    2.61    0.34   0.11371620   0.07766600   0.00922000       212115
    7.77    4.62   -0.23   -4.74   -0.83   -0.82  -0.55496158   0.69238400   0.46953100       212130
    2.53    2.04   -0.65   -1.38   -0.56    0.30   0.35747037   0.49616600   0.19062200       212133
    7.41    2.14    0.83   -0.22   -0.22    0.00  -0.60164827   0.66138400   0.44616000       212220
    4.65    2.39   -0.60   -0.34   -0.43    0.14  -0.49608668   0.68514300   0.45721300       212253
    5.31    1.81    0.37    0.11    0.39   -0.10   0.63134476   0.28913400   0.04990200       212316
    0.86    2.89    0.77    0.94   -0.22   -0.05  -0.36891073   0.67087300   0.43103500       212327
    1.18    2.89   -0.69    0.32   -0.45   -0.04  -0.94684487   0.64760000   0.46082500       212329
    5.80    1.95    0.80   -0.50    0.53    0.03   0.16480446   0.53589900   0.25022200       212358
    4.71    1.90    1.00   -0.04   -0.30   -0.70  -0.41615143   0.64912500   0.41720700       212370
    3.86    1.60   -0.34   -1.70    2.86    1.06   0.79751070   0.64225700   0.13029500       212399
    7.74    2.62    1.29    0.06   -0.04    0.03  -0.13715012   0.67510200   0.40531300       212499
    0.80    3.98    0.36   -0.06    0.34   -0.35   0.65455535   0.63514400   0.19079100       212511
    7.15    1.45   -1.07    0.76    0.24   -0.05   0.63552903   0.29534100   0.05138900       212513
    5.85    2.17    0.24    0.42   -0.37   -0.03  -0.50078087   0.68760100   0.45987700       212539
    5.82    2.00   -0.38    0.96    0.46   -0.81   0.46638831   0.63505700   0.25321900       212547
    5.11    3.40   -0.15   -0.02    0.07    0.18   0.29848547   0.65750500   0.31193000       212566
    6.92    1.59    1.48   -0.47    0.22   -0.24  -0.42908439   0.68873700   0.45336400       212575
    6.08    1.47   -0.78   -0.42    0.32   -0.47   0.33225692   0.63414500   0.28736400       212597
    7.05    2.66    1.53    0.35    0.64   -0.05   0.95296594   0.52183800   0.02391600       212608
    2.64    1.44    0.63    0.60    0.40   -0.07  -0.83547973   0.68422700   0.48634200       212621
    5.26    1.80   -1.72    0.04    2.20    2.81  -0.74687070   0.46839400   0.28832700       212635
    1.41    4.32   -1.54   -0.65    0.07    0.42   0.13596551   0.66969600   0.35563400       212640
    4.82    4.78    1.50    0.11   -0.09   -0.06  -0.56488087   0.63021400   0.41512100       212646
    1.56    2.53    1.48    0.34   -0.28   -0.25  -0.70864074   0.66751300   0.46097900       212648
    2.30    1.78   -0.56   -0.03    0.49   -0.28   0.89727136   0.64814800   0.07471800       212657
    5.70    3.91   -1.25   -0.22    1.45    1.55   0.55993492   0.64051500   0.22770600       212670
    3.89    3.14   -0.93   -0.49   -0.17    1.06  -0.16844445   0.67018100   0.40554100       212740
    4.59    3.61   -1.40    0.23   -0.28    0.32  -0.50629584   0.67108900   0.44575500       212759
    1.21    4.52   -0.76   -0.34   -0.50    0.33  -0.60617281   0.69026400   0.47249000       212762
    5.19    1.34    1.66    0.98    0.26   -1.15   0.16021652   0.64969100   0.33548300       212818
    7.66    2.56   -0.03    0.09    0.08    0.33   0.47610155   0.65409300   0.26256200       212832
    3.73    1.85   -0.17   -1.79    1.93    1.83   0.52672251   0.67921500   0.26228200       212921
    2.13    2.60   -1.01    2.48    2.67   -0.16   0.69006988   0.69733000   0.20726800       213006
    0.43    1.63    0.65    0.45    0.91   -1.24   0.33091250   0.42344500   0.15103600       213025
    0.76    2.69    1.51   -0.34    0.59    0.20   0.06794474   0.16955000   0.04004900       213070
    5.69    4.51    0.19   -0.16   -0.14   -0.22  -0.57385724   0.65307000   0.43620600       213091
    4.20    1.73    0.71   -0.33    0.29   -0.66  -0.05814889   0.66103400   0.38197900       213101
    4.85    4.13   -1.49    0.66    1.28    0.19   0.90861245   0.68794500   0.07536700       213111
    1.28    1.33    1.23   -0.33    1.14   -0.13   0.97584173   0.65304400   0.01955800       213117
    3.70    4.07    0.37    0.32   -0.37    0.36  -0.57904869   0.65509400   0.43848500       213239
    5.48    1.71    0.94    0.04    0.41   -0.07   0.62079267   0.21344200   0.02918500       213288
    5.94    4.20    0.22   -0.32    0.82    0.25   0.82434160   0.66373100   0.12330400       213296
    7.33    4.22    0.41    0.15    0.10    0.08   0.65747405   0.65042400   0.19747700       213310
    2.60    1.75   -0.75    0.06   -0.17    0.13  -0.41112386   0.46671100   0.26280200       213360
    5.51    2.51   -0.83   -0.15    0.67    0.00   0.93252278   0.67286200   0.05490600       213367
    1.24    4.89   -0.48   -0.68    0.43   -0.26   0.59114059   0.62634100   0.20909900       213368
    6.78    4.34   -0.87    0.51    0.22   -0.20  -0.56637906   0.63070900   0.41569400       213396
    4.23    3.66    0.05    1.57    0.61   -0.28   0.35412164   0.65254100   0.29494100       213499
    3.22    3.13    0.23    0.38    1.24    0.02   0.94412518   0.65622900   0.04393500       213536
    1.97    3.22    0.84    0.45    0.22    0.68   0.23375843   0.66154600   0.32944200       213549
    5.40    1.44    0.69    0.21    0.34    0.15  -0.11863453   0.65470300   0.38563400       213586
    5.60    1.79   -0.25    1.09   -0.30    1.14   0.00672000   0.67896300   0.38627700       213590
    2.35    4.91   -0.13    0.11    0.06   -0.08   0.12555874   0.66676000   0.35533300       213595
    7.60    2.33   -0.16    0.31    0.30    1.10   0.23428396   0.64557200   0.31743200       213608
    4.52    1.49    1.00   -2.49    3.34   -0.98   0.72057541   0.65772600   0.17398200       213662
    4.78    3.72    0.26    0.07    0.13    0.05   0.86761805   0.67973200   0.10177500       213688
    5.33    1.83   -0.78   -0.16    0.95    1.46   0.61219432   0.66681100   0.22405700       213708
    4.63    1.66    0.73    0.32   -0.17    0.21  -0.79899955   0.54776000   0.36071000       213711
    4.50    2.30   -0.13   -0.42    1.93   -0.65   0.08665725   0.21463600   0.05951100       213727
    3.53    2.46   -0.77   -0.22    1.60   -0.07   0.97225658   0.33196100   0.00587700       213745
    7.39    3.28   -0.48    0.37   -1.40    0.88  -0.58696167   0.68013100   0.46159500       213764
    7.13    1.75    0.17   -1.13   -0.41    0.47  -0.90733894   0.50714700   0.33184300       213786
    2.78    2.69    0.68   -0.55    1.51   -0.78   0.83572889   0.66428800   0.11689500       213882
    2.74    2.50    0.65    0.02    0.37   -0.16  -0.35269396   0.66914600   0.42769300       213936
    4.57    2.87   -1.35    0.06    0.42   -0.12   0.99291317   0.64184800   0.00566300       213963
    5.25    1.72   -0.42   -1.19    0.55    1.02   0.24008771   0.67265000   0.33637600       213980
    5.10    4.79    1.09    1.04   -0.47   -0.22  -0.23217058   0.65585000   0.40178700       214076
    7.65    3.93   -1.14    0.06   -0.38    0.76  -0.27702974   0.66591000   0.41595900       214098
    0.76    4.14    1.03    0.55    0.29   -0.73   0.08176127   0.65190400   0.35168600       214111
    2.45    2.28    0.13   -0.82   -0.43    0.69  -0.27949907   0.65172600   0.40409700       214116
    5.69    3.02   -0.84   -0.55    0.07    0.18  -0.00675533   0.67078300   0.38184600       214123
    7.85    1.45    0.08   -0.33    0.38   -0.22   0.90536588   0.36654400   0.02330000       214161
    0.39    3.79    0.86   -0.21    0.58    0.11   0.98868608   0.70727900   0.01090500       214171
