  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle       E1+E2           E1   history_number
    3.07    3.75   -0.67    0.17   -0.44   -0.16  -0.81787777   0.65447400   0.45783400        45230
    1.17    2.06   -1.31    0.59    0.46    0.41  -0.13714081   0.58227700   0.32864500        45297
    2.64    4.51   -1.16    0.01    0.37   -0.09   0.79076863   0.19504700   0.01442500        45317
    2.87    2.96   -1.40   -0.05    0.28   -0.08   0.72833152   0.27237700   0.03445300        45324
    3.36    5.13    1.61   -0.68   -0.12    0.05  -0.04788346   0.70173800   0.41402500        45364
    0.35    2.34    0.87    1.50    2.62   -0.68   0.68133375   0.66480700   0.19484000        45464
    3.99    1.33    1.28   -0.21    0.74    0.17   0.55471597   0.16713400   0.02124700        45480
    3.92    3.12   -0.76    1.17    1.73   -0.03   0.36485516   0.36377400   0.11326700        45569
    2.06    1.79    0.16    0.09    0.42   -0.75  -0.19299549   0.66935000   0.40815900        45642
    1.38    2.34   -0.28   -0.65   -0.04   -0.45   0.05986672   0.66407000   0.36517500        45648
    0.11    2.24    1.60   -0.04   -0.17    0.13  -0.57283293   0.66619800   0.44781000        45699
    4.89    5.08    1.19   -0.48    0.44   -0.32  -0.32219404   0.47801300   0.26431300        45768
    0.27    2.11    1.29   -0.04    0.14   -0.04  -0.65828910   0.65416000   0.44468600        45830
    2.00    2.99    0.82   -0.18    0.07   -0.11   0.39229020   0.67346300   0.29950800        45832
    2.94    3.86   -0.81    0.25    0.11    0.07   0.35941617   0.66468300   0.30211000        45843
    1.73    2.15   -0.66    1.47    0.90    2.31   0.21652452   0.66500600   0.33573000        45900
    3.42    2.84    1.26   -0.18    1.40   -0.09   0.48777693   0.24131300   0.04700200        45935
    5.32    2.76    0.44   -0.09    0.62    0.34   0.58187157   0.42003900   0.10744000        45954
    2.56    2.88   -1.55   -0.38    1.03   -0.20   0.95474432   0.61030800   0.03129600        46426
    0.44    2.79    0.00    0.05    0.31    0.21  -0.85737543   0.28808300   0.14735700        46438
    0.41    3.89    0.22    0.11   -0.04   -0.19  -0.32275655   0.68364800   0.43681400        46474
    6.22    3.52   -1.75    0.49   -0.44    0.02  -0.75604563   0.64373600   0.44333200        46511
    5.05    1.54   -1.00    0.46    0.67   -0.08   0.90509393   0.66823800   0.07377800        46539
    5.02    4.19    0.52   -0.10   -0.41    0.09  -0.83024700   0.67664500   0.47900000        46665
    7.18    3.77   -0.75   -0.61    0.26    0.57  -0.17772692   0.55005200   0.30749600        46689
    3.02    4.06   -1.49   -2.51    0.86    0.66   0.35741242   0.67123300   0.30724000        46794
    0.58    3.59    0.28   -0.41    0.45   -0.57   0.58174736   0.64527700   0.22301900        46954
    6.56    1.57   -0.49   -0.49    0.92    0.95   0.50023110   0.67163800   0.26627400        47005
    4.18    5.40    1.22   -0.36   -2.15   -0.30  -0.83350599   0.66795700   0.47130700        47065
    3.58    2.12    0.14    1.71    2.77   -1.86  -0.73620566   0.32780200   0.17272200        47078
    2.27    2.18   -1.22    0.42    0.33   -0.37   0.45682531   0.40113600   0.11991200        47190
    1.61    1.45   -1.40   -0.15    0.15    0.13   0.67606305   0.66283100   0.19611000        47220
    2.27    3.86    0.78   -0.11    0.27    0.11   0.92270448   0.15721800   0.00365200        47248
    6.47    2.11    1.69   -1.12    2.72   -0.09   0.26711503   0.37009200   0.12832700        47316
    1.58    1.41   -0.35    0.66    0.11    0.43   0.13742871   0.67172500   0.35693400        47349
    1.70    2.62   -0.29    0.72   -0.11    0.06  -0.05698308   0.59501800   0.32828600        47464
    1.07    2.19    0.83    0.71    0.97   -0.38   0.64484431   0.66240000   0.20882000        47516
    6.56    3.42    0.08   -0.38    0.56    0.06   0.38536134   0.51409000   0.19642800        47580
    2.58    2.69   -1.72   -0.42    1.28    1.65   0.45292158   0.63212500   0.25513200        47658
    5.45    4.38   -1.71   -0.15    0.45    0.07  -0.38127749   0.24724900   0.09904800        47660
    2.96    2.98   -0.81   -0.72   -0.44    0.04  -0.41690593   0.67877600   0.44326300        47694
    2.57    4.16   -0.01   -0.84    0.03   -0.49   0.10032524   0.67807600   0.36899300        47713
    6.62    4.05   -1.43   -1.29   -0.13    0.11  -0.28259475   0.65407900   0.40648300        47774
    2.49    3.01   -1.08    0.10    0.03   -0.27   0.37509671   0.53942900   0.21440700        48114
    5.93    2.70    0.14   -0.45    0.45    0.14   0.51247609   0.63292200   0.23829400        48250
    4.60    3.30   -1.69   -0.75   -0.77    0.89  -0.54305309   0.67848100   0.45594000        48288
    4.49    3.81   -1.51    0.76    1.18    3.07   0.26818948   0.64043800   0.30638600        48354
    0.19    4.17   -1.67    0.05   -0.42    0.06  -0.99273033   0.65711800   0.47266600        48358
    2.24    1.42   -1.42    0.39    1.63   -0.23   0.33867015   0.19744000   0.04018300        48371
    2.23    1.91    0.94    1.43    1.35   -0.16   0.60838318   0.71330700   0.25211500        48836
    4.67    2.44    0.60    0.68   -0.19    0.15  -0.29288389   0.66383400   0.41609500        48847
    1.64    4.32   -0.06    1.81    0.72   -0.19  -0.21621467   0.54373600   0.30672400        48889
    3.20    2.79    1.45    0.26    0.33    0.28  -0.28346075   0.37945100   0.18516500        48949
    0.64    1.41    1.49    1.43    1.80   -2.63   0.31006920   0.65895500   0.31024500        49030
    5.42    1.42   -0.71   -0.44    0.78    0.27  -0.69765798   0.33057800   0.17302900        49076
    3.24    1.71    0.68   -0.28   -0.34    0.55  -0.39678079   0.67018100   0.43352600        49094
    7.04    5.12   -0.04    0.16    0.11   -0.06  -0.45279047   0.26352600   0.11287200        49102
    4.54    1.94    1.10    0.73    0.52   -0.25   0.79289441   0.30057400   0.03264000        49107
    3.33    1.34    1.05    0.11    1.23   -1.05   0.37826914   0.44391000   0.15567600        49160
    6.65    4.41   -0.08   -0.19    0.36    0.07   0.77224829   0.64245700   0.14301200        49185
    6.97    2.01   -1.00    0.13    0.43   -0.28   0.32061417   0.28692700   0.07923100        49396
    1.01    2.26    1.16    2.02    0.26   -0.10  -0.00032780   0.68735300   0.39430800        49423
    7.08    5.15   -1.38    0.34    0.07    0.81   0.53815037   0.65507500   0.24361300        49697
    1.91    3.42    0.42   -0.29    0.52   -0.41   0.73650132   0.66116700   0.16810200        49746
    2.77    3.15   -1.57    0.29   -0.92    0.51  -0.64000270   0.64784100   0.43744700        49850
    2.78    1.94    0.00    0.06    0.26   -0.20   0.77448810   0.65516500   0.14694400        49909
    4.59    1.36    0.40   -1.23    0.07   -2.11   0.04158109   0.66800100   0.37149200        49944
    2.89    2.93   -0.68    0.04    0.11   -0.05   0.58542325   0.37674900   0.08819800        50097
    3.02    4.01   -0.56    0.69    0.80    0.44  -0.41346378   0.36193700   0.18107200        50180
    3.54    1.37   -1.61    0.28    0.95   -0.10   0.95936399   0.69421900   0.03632000        50276
    0.73    1.74    0.40    1.67    0.63   -0.27   0.64175691   0.25118200   0.03760900        50303
    4.93    2.97    0.61    0.03    0.09    0.15   0.41322860   0.66004200   0.28457300        50422
    4.77    2.90   -1.08    0.08    0.19   -0.03   0.83507122   0.34480000   0.03452900        50528
    1.64    1.64   -0.58    0.90   -0.19    1.66  -0.25460331   0.62806400   0.38099100        50580
    6.50    2.67    1.46    0.06   -0.36    0.12  -0.92327271   0.60208400   0.41774000        50651
    4.44    2.95    0.21    1.08    0.44   -0.48   0.54154190   0.51605900   0.16331800        50691
    2.91    2.49   -0.14   -0.57    0.67    1.10   0.47810096   0.67780500   0.27727300        50844
    3.52    3.84    1.47    0.24    0.20   -0.96   0.41913272   0.60857800   0.24885300        50861
    6.49    1.61   -0.17   -1.10   -0.18    0.01   0.11448677   0.42144700   0.17788200        50965
    3.44    1.56    0.38   -1.04    0.26    0.21   0.18051639   0.53052500   0.24387800        51029
    7.09    4.61   -0.65   -0.05    0.12   -0.38   0.32861606   0.68589200   0.32511800        51186
    4.91    1.30   -0.87   -0.13    0.10    0.22  -0.29186070   0.51571000   0.29185500        51201
    3.89    1.61    0.60   -0.74    0.66   -0.92   0.41660651   0.61774700   0.25548800        51246
    5.17    3.34   -0.84    1.83   -0.01    0.48   0.60723916   0.46704300   0.12337000        51353
    1.81    1.54    1.75    0.06    0.67   -0.12   0.76539786   0.37538600   0.05518400        51357
    2.29    1.89    0.17   -0.65    1.52    1.04  -0.49186520   0.27871400   0.12504300        51360
    3.10    2.13   -0.49    0.03    0.05    0.00  -0.49260793   0.20332700   0.07576200        51470
    2.63    2.46   -0.96    0.95    0.94    0.57  -0.71854509   0.40597900   0.23434300        51487
    2.75    2.27    1.13   -0.45   -0.58   -0.41  -0.85661416   0.64543600   0.45248400        51532
    6.87    2.59   -1.65   -0.26   -0.07    0.96  -0.23736537   0.66491200   0.41016200        51593
    0.83    2.31   -1.29   -0.39    0.74    1.29  -0.69362945   0.55269500   0.35752200        51864
    5.26    1.84    0.21   -0.35    1.30    0.42  -0.23944972   0.65573700   0.40260700        52034
    4.68    3.54    0.47    0.21   -0.37   -0.24  -0.33139777   0.63892200   0.39914900        52074
    2.01    2.27   -1.32    0.48    0.82    0.63   0.83846149   0.56975600   0.08695800        52097
    1.61    3.85    1.41    0.06    0.04   -0.41  -0.07497624   0.31117100   0.12310700        52108
    3.06    1.69    0.76   -0.17    0.80    0.52   0.86343335   0.64412800   0.09459900        52221
    3.66    1.71   -0.61    0.04    3.40   -1.12   0.69682599   0.18994700   0.01923800        52327
    2.34    1.85   -0.09   -0.57    2.26    0.15   0.99239015   0.69610000   0.00714200        52475
    5.04    2.82   -0.53    0.05    0.23    0.05   0.65079028   0.68547100   0.21866900        52544
    4.97    4.37    1.51    0.57    0.38   -0.05   0.63340826   0.67028200   0.21765200        52583
    0.93    4.19    0.04   -0.13    0.01   -0.17  -0.21025944   0.34416000   0.15455200        52620
    2.44    2.75    0.73    0.69    0.66   -1.13   0.48795575   0.64768400   0.25491200        52646
    3.30    4.12   -0.44    0.37   -0.38    0.76  -0.49921928   0.41170900   0.22523900        52728
    1.58    1.59   -1.20    0.13    1.69   -0.18  -0.04171885   0.66786700   0.38505300        52808
    3.51    2.21   -1.51   -0.25   -0.23    0.01  -0.63066925   0.68571000   0.47063200        52838
    5.04    2.56   -1.35   -0.31    0.00   -0.13   0.08301686   0.68028300   0.37395400        52871
    3.05    1.40    1.02   -2.37    1.08   -0.47   0.50320455   0.36281400   0.09460500        52883
    1.97    1.33   -1.41    0.79    0.17    0.58   0.01018690   0.63724200   0.35203900        52904
    5.50    1.39   -0.68   -1.19    0.44    1.02   0.12724915   0.65606500   0.34667500        53000
    3.22    3.97   -1.36    0.25   -0.45   -0.31  -0.33158008   0.50704000   0.28860700        53059
    2.26    3.40    0.47   -0.41    1.67    0.02   0.48985738   0.15626900   0.02108900        53141
    1.77    1.48   -0.74    0.17    1.03   -0.28   0.75592017   0.36969900   0.05548600        53419
    3.85    2.89    0.33   -0.79   -0.54    0.12  -0.22094596   0.67516400   0.41679600        53637
    5.00    3.28    0.10   -0.48    0.38   -1.32   0.91324690   0.31062200   0.01556000        53679
    2.78    3.75   -0.03   -0.07    0.13   -0.04   0.87776142   0.66387300   0.09098000        53745
    3.33    2.34    0.92   -0.53   -0.10   -0.01  -0.21668276   0.64953200   0.39446600        53760
    2.65    2.10    0.15   -0.14    0.31    0.08   0.60667092   0.30712300   0.05872200        53796
    1.65    1.36   -0.47   -0.47    0.66    0.07   0.24013046   0.26588500   0.07533800        54018
    1.40    3.19    1.08    0.39    0.79   -0.34   0.91642380   0.40283200   0.02490000        54143
    6.79    1.70    0.33   -0.31    1.61    0.04   0.89180755   0.65044000   0.07873300        54157
    3.99    2.59   -0.19    0.83   -1.18   -1.33   0.04545240   0.48701900   0.23200200        54183
    5.03    2.91   -0.61   -0.13    0.17   -0.11  -0.66339047   0.67109300   0.46035700        54244
    2.12    1.39   -1.02    0.96    1.14    0.96   0.68539451   0.66154100   0.19145900        54288
    4.82    2.07    1.69   -2.39    2.03   -1.38   0.38133315   0.63996700   0.27938300        54423
    3.67    1.55    0.63    0.11    1.71    1.06   0.92553520   0.65484000   0.05704500        54435
    1.53    2.38   -0.91    1.09    0.84    2.02  -0.19844008   0.64551700   0.38874000        54459
    5.33    1.40   -0.39    0.03    0.76    0.10   0.98424362   0.66518200   0.01336900        54513
    5.22    3.93    1.25   -0.33   -0.24   -0.26  -0.52853133   0.65121200   0.43030800        54598
    3.17    3.05   -0.98    0.64    1.17    0.91  -0.60856505   0.37639800   0.20412200        54641
    2.73    1.51    1.12   -0.01    1.52   -0.66  -0.06343404   0.25787900   0.09006200        54657
    2.23    1.79    1.50    0.19   -0.49   -0.13  -0.62450174   0.21042800   0.08434500        54843
    6.66    2.51   -0.68    0.14    0.51   -0.20   0.94596817   0.61596500   0.03766500        54862
    2.22    1.98    0.91   -0.37    2.29   -0.84   0.73846868   0.42873200   0.07714700        54943
    2.46    1.37    0.47   -0.12    0.06    0.05  -0.39813827   0.30145700   0.13625800        55042
    5.49    1.47    0.42   -1.60    0.23   -0.67  -0.37863489   0.63998600   0.40526900        55098
    2.51    3.81   -0.43    0.12    0.24    0.06   0.17933762   0.34856800   0.12509800        55173
    7.01    2.62    1.18   -0.53    0.47    0.30   0.08939565   0.35362400   0.13669800        55183
    3.72    3.42   -0.73    1.11   -0.40   -0.03  -0.25121835   0.68500200   0.42914400        55314
    0.21    1.65   -1.48    0.09    0.58    0.37   0.72621160   0.69139300   0.18688900        55339
    4.99    3.42    0.53   -0.21   -0.15    0.01   0.66772730   0.18847200   0.02057600        55362
    1.62    1.73   -0.97   -0.01    1.32    0.91   0.75171195   0.65598100   0.15854800        55438
    1.59    1.60   -1.41    1.15    0.11    1.04  -0.14665705   0.65889800   0.39305600        55571
    5.39    1.68    1.06   -0.23    0.49    0.36  -0.00176680   0.40532500   0.17946700        55687
    4.40    2.74    0.22   -0.63    0.42    1.43   0.47708886   0.58961900   0.22188000        55847
    7.11    2.28   -0.09   -0.44   -0.17   -0.22  -0.41651687   0.66204200   0.42853500        55867
    0.69    2.83    0.52   -0.01   -0.53    0.63  -0.49955890   0.67664400   0.45001200        55910
    7.68    1.81    0.24   -1.05    0.34   -0.19  -0.04391455   0.65024100   0.37097200        55938
    3.68    4.27    0.84   -1.25   -0.31    0.64  -0.04310573   0.67895800   0.39439400        56030
    0.89    3.53    0.58    1.23    0.40    0.22  -0.13678583   0.58755300   0.33288000        56116
    3.41    3.88    0.33   -0.03   -0.05    0.00  -0.93663484   0.35037900   0.19986600        56242
    1.77    3.95    0.88    0.10   -0.31   -0.02  -0.95574760   0.66048300   0.47326400        56348
    2.03    2.69   -1.51   -1.93    1.21    2.52   0.34547644   0.65703900   0.30025900        56406
    3.39    3.41   -0.59   -1.25    0.25    1.07  -0.66829767   0.53139000   0.33708800        56473
    3.18    5.09   -0.61   -0.25   -0.90   -0.34  -0.72130402   0.66618200   0.46082600        56626
    4.82    3.24    1.51   -0.40   -0.02   -1.08   0.69331670   0.69573600   0.20493600        56652
    2.50    1.43    1.63    0.18    2.70   -0.52   0.78421025   0.25205600   0.02424800        56697
    3.20    4.45    1.13   -0.78    0.49    0.01   0.55168768   0.67781200   0.25276100        56970
    5.93    2.55   -0.56   -0.44   -0.87   -0.21  -0.86600118   0.64956200   0.45692700        57144
    7.10    4.49   -0.10    0.00    0.36   -0.82   0.42051085   0.68618700   0.30028900        57181
    6.52    1.53   -0.34   -0.30    0.21    0.57  -0.86595228   0.62634600   0.43580200        57373
    4.99    2.17   -1.32   -0.08    1.22    0.29  -0.40091913   0.16998900   0.05403700        57613
    4.10    3.44   -0.10   -0.57    0.54    0.34   0.11512316   0.49539500   0.22874600        57673
    1.01    2.73   -0.49   -0.46    0.47   -0.08   0.25409912   0.32054200   0.10217300        57909
    0.30    3.17    0.83   -0.05    1.96   -0.87   0.87594311   0.68479900   0.09761900        57927
    5.16    1.68    0.56   -0.41    0.41    0.16   0.79663335   0.42278200   0.06089100        58107
    2.47    1.95   -0.25   -0.14    1.24    1.28  -0.60465251   0.43558300   0.25162400        58120
    5.08    4.71   -0.61   -0.04    0.03    0.15   0.48911086   0.50936400   0.17187000        58187
    3.32    2.75    1.48   -1.09    0.44    0.11   0.47589682   0.67783600   0.27798400        58374
    6.58    4.41   -0.95   -0.06    0.52    0.40   0.73971715   0.32261800   0.04553300        58488
    1.55    2.11   -0.87    0.14    0.22    0.36   0.35797754   0.65552600   0.29605900        58752
    6.37    3.75    0.13    0.79   -0.42    0.84  -0.42162383   0.47780800   0.27267700        58866
    7.08    1.77   -0.58   -0.64    0.59   -0.95   0.65877370   0.63833300   0.19077400        58974
    2.47    3.44    0.90   -0.13   -0.04   -0.16  -0.35070931   0.36855200   0.18186600        59026
    1.90    2.72    0.34    0.34    0.33   -0.20  -0.98632629   0.67558200   0.48927000        59036
    1.85    3.19   -1.68   -0.37   -0.06    0.20  -0.10887599   0.62926300   0.36324700        59074
    2.52    1.59    0.80    0.33    1.50    0.56   0.92684436   0.69978900   0.06372300        59430
    1.51    2.40    0.53    1.01    1.87   -1.76   0.53431175   0.59936500   0.21173200        59490
    6.41    1.58   -1.42   -0.13    1.25    0.34   0.88103469   0.67810200   0.09245500        59563
    3.90    4.67    0.61   -0.05    0.13    0.08   0.54798345   0.25938600   0.04840800        59604
    1.14    2.21    0.04   -0.85    1.14   -1.74  -0.22644598   0.28122500   0.11332600        59683
    3.28    2.07    0.61   -0.35    1.05    0.58  -0.26357003   0.51074600   0.28504600        59786
    3.13    4.54   -0.74    0.14   -0.51   -0.02  -0.87545417   0.64475500   0.45322600        59801
    2.10    3.83   -0.52    0.19    1.08    0.60   0.56248890   0.29465200   0.05935900        60007
    2.30    1.77    1.11    0.24    3.32   -0.34   0.91659944   0.43444400   0.02876500        60136
    3.96    1.44   -0.26    1.35    2.83   -0.38   0.67520109   0.37260300   0.07134700        60232
    3.42    4.77    0.41    0.04   -0.20   -0.16  -0.68420690   0.65780100   0.45016500        60258
    4.46    3.18    1.35    0.65    1.77    0.00   0.59299634   0.20022400   0.02753900        60342
    5.53    3.54   -1.31   -0.45    1.31    1.43  -0.06602091   0.28374700   0.10550700        60389
    3.50    3.45    0.31   -0.06   -0.44    0.94  -0.66231499   0.61549800   0.41048600        60403
    6.15    3.85    0.83    0.30    0.19    0.04   0.25813808   0.23702400   0.06068100        60685
    5.47    3.89    1.18   -0.32   -0.44   -0.41  -0.17011704   0.48706900   0.25681100        60844
    2.87    1.78   -0.90   -0.33    0.68   -0.44  -0.24789348   0.64957000   0.39841100        60886
    1.57    2.78   -0.42    1.38   -0.34   -0.58  -0.39397083   0.58714900   0.36147000        60915
    0.25    3.86   -1.55    0.03    0.15   -0.10   0.84435602   0.66266100   0.11128800        60959
    1.14    2.09   -1.50    0.49   -0.54   -0.11  -0.56062479   0.58439200   0.37453900        60968
    3.05    2.27    1.26   -0.24   -0.45   -0.27  -0.98540793   0.64263300   0.45885800        61040
    6.30    1.67    1.27    0.10    0.04   -0.02   0.09511948   0.26490600   0.08458700        61042
    6.79    2.12    1.37    0.00    0.12   -0.02   0.93897715   0.66407100   0.04879300        61069
    5.44    2.65   -0.06    0.04    0.60   -0.09   0.98633446   0.67075900   0.01182000        61093
    5.19    3.42    0.62   -0.26    1.72   -0.48   0.46068689   0.25994700   0.05596300        61120
    2.63    3.32    1.63    0.53    0.83    0.10   0.89118045   0.21352600   0.00928700        61159
    2.11    2.59    0.48   -0.02   -0.07    0.14  -0.67559472   0.24824200   0.11139400        61165
    0.76    4.52   -1.24   -0.04    0.30    0.05  -0.50856833   0.10394900   0.02440900        61226
    6.27    1.51    0.26   -1.43    1.91   -0.24   0.83124649   0.17888300   0.00997800        61321
    2.23    3.12    0.52   -0.47   -1.54   -0.05  -0.77911080   0.67070200   0.46960000        61474
    2.38    1.79    1.47   -0.73    1.56   -1.18  -0.40938260   0.32558200   0.15404100        61565
    3.72    4.18    0.01    0.27    0.65    0.23  -0.35471036   0.30667500   0.13752400        61580
    6.85    2.11   -0.89    0.15    0.18    0.10   0.83129960   0.66656700   0.12022700        61601
    5.56    1.39   -0.05   -0.15    0.88    1.18   0.54669434   0.65431700   0.24030800        61724
    4.93    2.32   -0.83    0.22   -0.18    0.00  -0.52769938   0.67947200   0.45532500        62155
    1.99    2.24   -0.12    0.25   -0.32    0.33  -0.85523256   0.62686400   0.43550700        62178
    2.20    3.92    0.18   -0.61    0.24   -0.44   0.38208707   0.66386800   0.29561800        62278
    3.76    1.30   -1.13   -0.14    1.75   -0.42   0.97185589   0.29774900   0.00480400        62412
    5.48    2.51   -1.14    0.00    0.08    0.14   0.43304618   0.13444700   0.01745200        62583
    6.61    1.42    0.92   -0.57    0.41   -0.32   0.37714914   0.68606200   0.31243700        62892
    3.16    2.68    0.24    0.18   -0.31   -0.27   0.42552109   0.38698700   0.11732100        63075
    6.46    2.17   -0.90   -0.32    0.18   -0.53  -0.27955266   0.41671900   0.21279200        63076
    3.63    2.05   -0.52   -0.82    2.16    0.89   0.67613966   0.45266100   0.10091200        63079
    1.72    1.80   -0.27    0.49    3.10    1.13   0.88796487   0.66134500   0.08375000        63085
    3.15    1.31   -0.21   -1.35    3.61   -1.09   0.92287718   0.65403000   0.05875900        63234
    1.54    1.30   -0.82    0.42    1.23    0.06   0.36603125   0.33679200   0.09925300        63235
    2.12    2.85    1.67    0.71    0.25   -0.06   0.17064402   0.63102900   0.31928100        63283
    0.51    2.92   -1.27    0.11    0.21   -0.41   0.45864378   0.70143900   0.29903200        63330
    1.74    3.87   -0.12    0.14    0.13   -0.08   0.07761704   0.45142500   0.20268500        63362
    5.28    4.93    0.34   -0.64    0.35    0.23   0.42624082   0.66567200   0.28472800        63365
    5.84    2.02   -1.50    0.82    0.23    0.35  -0.51887414   0.40773900   0.22340400        63388
    0.40    3.18   -0.34   -0.10   -0.29   -1.30  -0.18248403   0.66105200   0.39973700        63391
    1.56    2.05    0.01    0.48   -0.54    0.31  -0.31317130   0.44757100   0.23941500        63437
    3.37    1.57   -1.50   -1.32    0.85    0.00   0.95034697   0.52683300   0.02565600        63593
    0.44    1.94   -0.60   -0.27    1.30   -0.51  -0.27907551   0.14952700   0.04072300        63674
    3.65    1.56   -0.35   -1.79    0.33   -0.18   0.15592414   0.67034700   0.35223800        63812
    4.92    3.43   -0.38   -0.40    0.75    0.74  -0.93383726   0.20603800   0.09026900        63967
    1.97    3.89    1.29   -0.16   -0.25   -0.01  -0.76547530   0.32423200   0.17130700        64150
    6.61    1.71   -0.85    0.28    1.52   -0.41   0.96020231   0.68244000   0.03444100        64273
    0.51    2.98   -0.61   -0.08    0.13   -0.32   0.14086504   0.64944500   0.33898800        64324
    2.43    1.97    1.49   -0.50    1.21   -0.32   0.52818428   0.48345700   0.14920500        64339
    5.40    2.09    0.64    0.13    1.09   -0.56   0.96119364   0.29446800   0.00644100        64463
    2.97    2.79   -1.25   -0.24    0.48    0.46   0.61189464   0.64313900   0.21105700        64557
    0.23    3.41   -0.18   -0.15    0.32    0.06   0.63140180   0.52778800   0.14552900        64585
    4.40    2.66   -1.24    0.66    1.51    0.66   0.65633052   0.46585000   0.11113400        64665
    5.10    1.48    1.26   -0.46    1.16    0.28   0.87935083   0.66086600   0.08919900        64742
    6.32    2.86   -0.79    0.88    1.34   -0.55  -0.65466286   0.20118800   0.07936400        64949
    5.22    1.61   -1.43   -0.17    0.74   -0.16  -0.43349062   0.07431800   0.01282100        65002
    3.91    3.72   -0.60   -0.44    1.21    0.18   0.94137874   0.64561800   0.04452000        65032
    3.83    2.06   -0.31   -0.27    0.10    0.52   0.17893593   0.60890400   0.30112400        65176
    0.05    3.71   -0.28    0.37    0.49    1.09   0.00490719   0.61166000   0.33250500        65189
    1.85    2.59   -1.22    0.87    0.55    0.08   0.20860454   0.63685800   0.31623500        65364
    1.55    4.82   -1.62    0.08    0.08    0.00  -0.21630457   0.36949000   0.17289800        65384
    3.13    1.96   -0.69   -2.66    3.05   -0.21   0.67822714   0.65922200   0.19337600        65456
    1.92    3.19   -0.76    0.62    0.18    1.03   0.02250919   0.64618300   0.35720300        65523
    4.71    2.05   -0.19    0.23   -0.47    0.31  -0.85996007   0.61948500   0.42915700        65567
    6.89    3.28    0.42   -1.49    1.40   -0.64   0.69770985   0.37764300   0.06896000        65750
    2.33    1.62   -0.71    1.38   -0.23   -0.96  -0.22957657   0.66085100   0.40571100        65881
    0.14    2.82    0.75    0.42    0.45    0.30   0.45986142   0.65936000   0.27080600        65906
    1.90    1.30   -1.35   -1.46    3.74    1.46   0.85793596   0.57790800   0.07999700        65937
    3.83    2.21    0.34    3.30    0.86   -0.50   0.26692807   0.66638000   0.32569100        65965
    0.18    1.81   -0.90    0.08    2.21   -0.50   0.85738383   0.45088100   0.05039600        65967
    0.48    2.07    0.66   -0.22    0.18    0.31   0.57004769   0.64310900   0.22580600        66003
    3.85    4.69   -0.64   -0.20    0.08    0.07   0.20543432   0.63168000   0.31300600        66124
    5.25    1.58    0.06   -0.82    0.98    0.82   0.54883812   0.64512900   0.23411000        66156
    4.83    3.88    0.09    2.14    0.95   -0.08   0.45517416   0.65947000   0.27225800        66250
    5.44    2.27   -0.01    0.06   -0.17    0.02  -0.84567570   0.66037500   0.46529800        66453
    4.84    1.48   -1.64   -0.36    0.61    1.26   0.36425418   0.65143300   0.29161700        66470
    1.51    2.72    0.11    0.23    1.42   -0.23   0.94304101   0.66598800   0.04602300        66482
    0.54    3.80   -0.56    0.13    0.48   -0.44  -0.98299440   0.33427200   0.18875800        66489
    1.71    3.86    0.97   -0.06    0.01    0.00  -0.68675027   0.65151000   0.44471800        66493
    6.03    1.42    0.56    0.46    0.10    1.09   0.64407511   0.43467100   0.10101700        66522
    3.39    2.44    0.27   -0.24   -0.31   -0.16  -0.63422180   0.66578800   0.45302500        66673
    6.18    2.43   -0.33    0.62    0.82   -0.34   0.85992239   0.65349400   0.09928100        66703
    4.89    1.68    0.58   -0.20   -0.18    0.06   0.86915841   0.20127900   0.00986500        66732
    2.93    3.11    1.47   -0.84   -0.70   -0.61  -0.45624884   0.68388500   0.45197600        66798
    2.41    3.10   -0.17    0.55    0.86    0.68   0.69066482   0.68514800   0.20086100        67150
    3.75    3.74    0.89   -0.13    0.29    0.16  -0.25510364   0.67956600   0.42496400        67339
    3.43    2.00    1.47    1.54    2.07   -0.78  -0.19798074   0.20218800   0.06501900        67342
    1.66    3.40   -0.34   -0.73    0.24    0.17   0.47017676   0.65525800   0.26508300        67353
    1.34    1.37   -0.24   -1.01    3.69    0.49   0.91938490   0.45493200   0.03046400        67739
    5.07    3.11    0.97   -0.16    0.91   -1.83  -0.03020062   0.65186200   0.37018100        67765
    4.44    3.34   -0.20    2.46   -0.16   -0.51   0.61251948   0.44727700   0.11327900        67856
    4.45    1.98   -0.68    0.62    1.35   -0.60   0.25389315   0.27769900   0.08011400        67975
    6.47    5.01    0.64    0.05   -0.30   -0.16  -0.95525546   0.53073800   0.35562200        68073
    3.26    4.22    0.45   -0.57   -0.17    0.17  -0.02164221   0.66469200   0.37928400        68110
    2.02    5.36   -0.19    0.28   -1.07   -0.21  -0.82464737   0.67160700   0.47396700        68121
    2.77    2.26   -1.07    0.27    2.52    0.57   0.63591766   0.28515200   0.04815100        68141
    0.26    1.80    0.52   -0.16    0.46    0.35   0.84811221   0.64491100   0.10373800        68414
    5.59    2.05    1.29    1.07    1.33   -1.06   0.31184463   0.43834100   0.16270800        68512
    6.14    3.72   -1.49    0.30    1.01   -0.14   0.99664649   0.67829700   0.00300600        68629
    1.89    2.37    0.74    0.44    1.70   -1.78   0.55117716   0.34620600   0.08072700        68653
    4.94    1.43   -1.73   -0.20    1.14    0.24  -0.10965399   0.33760200   0.14280700        68655
    3.47    1.91   -1.65    0.08    0.29    0.02   0.94352238   0.66146800   0.04506400        68692
