  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle       E1+E2           E1   history_number
    1.92    1.62   -0.89   -0.71    0.26    0.21   0.39982121   0.57714400   0.23316900       341553
    4.46    4.53   -1.25    0.54    0.57    0.08   0.75199191   0.66410900   0.16187800       341588
    2.47    2.31   -0.07   -0.08   -0.13   -0.04  -0.72111954   0.64132200   0.43837600       341643
    4.88    3.97    1.34   -0.25    0.59    0.01  -0.79337894   0.16694700   0.06167800       341646
    0.89    4.08   -0.06   -0.46    0.90    0.28   0.10526691   0.11439300   0.01908900       341650
    2.48    1.65    0.08    0.58    0.79    0.21   0.74320672   0.66806100   0.16791100       341653
    2.84    2.09    1.13    0.67   -0.69    0.38  -0.77151507   0.66016100   0.45942000       341729
    4.78    2.60    1.17    0.35   -0.23   -0.05  -0.50608032   0.65228700   0.42909200       341743
    3.85    1.96   -1.62   -0.01    0.29    0.46   0.18304841   0.68098900   0.35495700       341815
    0.31    2.01    0.68    0.06    0.44   -0.03   0.24832868   0.42240300   0.16187700       341818
    2.57    2.23    0.28    0.85    2.53    0.96   0.85778112   0.66506200   0.10387400       341823
    1.85    1.73   -0.40    0.06    0.42   -0.63   0.55580955   0.68305400   0.25447100       342089
    4.39    3.12    0.93    0.82    1.16   -0.24   0.83112038   0.68158400   0.12530500       342338
    4.68    3.16   -0.93    1.87    0.79    0.07   0.78626114   0.51319500   0.09069300       342374
    3.19    1.97   -1.55    0.11   -0.30   -0.16  -0.83214188   0.66071400   0.46459400       342422
    3.36    2.49   -0.15    0.00    0.18   -0.03   0.78265878   0.20926200   0.01710300       342532
    3.77    4.36   -0.95   -1.45    0.76   -0.04   0.80022598   0.33152300   0.03803800       342547
    4.81    1.57   -0.03   -0.35   -0.12   -0.07  -0.43967524   0.68631000   0.45236100       342566
    2.58    5.44   -0.76   -0.75   -0.48    0.16   0.43626436   0.26931300   0.06168700       342584
    3.22    2.67   -0.51    0.01    0.42    0.22   0.74669087   0.22996200   0.02353200       342625
    1.64    3.38   -1.66   -0.09    0.16   -0.08  -0.36067001   0.66269800   0.42299000       342850
    6.13    4.01   -1.65    0.81   -0.73    0.79  -0.46277870   0.68378200   0.45257000       342927
    0.60    2.52    0.79    0.05    0.68   -0.53   0.86306187   0.62430300   0.08947700       343026
    3.90    3.27   -0.42    0.12   -0.39    0.07  -0.63502682   0.35365300   0.18774100       343042
    1.75    3.90   -0.15   -0.92   -0.64    0.14   0.45427925   0.35719800   0.09863400       343083
    5.68    1.60    1.31    1.01    0.62   -0.57   0.54633193   0.66257400   0.24539800       343119
    1.24    2.11   -0.02   -0.82    1.87    1.35   0.81344144   0.65986000   0.12810300       343136
    2.03    2.69   -0.30   -0.11    2.31   -0.01   0.92453618   0.20718500   0.00615100       343173
    6.53    4.16    0.88   -0.23    0.09    0.01  -0.56680160   0.23170500   0.09624000       343212
    3.66    2.44    0.57   -0.14   -0.37    0.26  -0.61559231   0.63981500   0.42815600       343263
    2.43    3.05   -0.38   -0.33    0.96   -0.22  -0.94681213   0.12537000   0.04052500       343283
    2.38    3.83   -0.10    0.21   -0.56    0.60  -0.77014687   0.63461600   0.43619700       343473
    5.22    1.40   -1.55   -0.79    0.61   -0.15   0.58314600   0.68240700   0.24403400       343713
    2.89    2.25    1.20   -1.77    0.65   -0.20   0.62283865   0.26612800   0.04369200       344007
    5.04    1.90   -0.49    0.35    0.68   -0.11   0.93273903   0.66541800   0.05358800       344022
    4.84    4.74    0.81   -0.41   -0.05    0.30  -0.09679336   0.65764700   0.38494000       344047
    3.90    3.12   -0.59    0.05    0.92    1.26   0.49412939   0.66516200   0.26409600       344349
    1.66    2.39    0.26    0.65    1.90    0.85   0.82489610   0.66152200   0.12224500       344440
    6.51    4.50   -1.71   -0.03    0.44    1.35   0.19486465   0.65729200   0.33439900       344475
    3.36    4.28    0.95   -0.44    0.55    0.53   0.68422267   0.65888100   0.19064700       344628
    3.60    3.87   -1.11   -0.50    0.64    0.00   0.31348451   0.32264000   0.09756200       344651
    2.70    2.26   -0.04   -0.24   -0.16   -0.35  -0.28859455   0.65620100   0.40902100       344733
    0.50    1.93    0.17   -0.24    0.27    0.32  -0.73504279   0.34869400   0.18903200       344806
    6.57    2.31   -1.19    0.29    0.87    0.02   0.55534291   0.09986900   0.00798500       344893
    5.16    3.85    0.22    0.05    0.02   -0.56   0.45203351   0.31462000   0.07936900       345131
    5.13    2.01   -0.69    1.61    0.26    0.80   0.53323306   0.56871000   0.19443100       345228
    6.44    2.73   -0.26    0.38   -0.22   -0.42  -0.19196770   0.69288900   0.42804800       345378
    3.19    4.03   -0.10    0.11   -0.09    0.01  -0.47150320   0.50512300   0.29933500       345749
    4.83    1.58   -0.16    0.25    0.50    0.30   0.64874924   0.49625400   0.12622300       345813
    2.06    2.10    1.62   -0.01    0.08   -0.55  -0.81458082   0.40884900   0.24209700       345833
    2.73    1.39   -1.25   -0.66    0.26    0.31   0.33169134   0.65350500   0.30115100       346062
    2.30    4.12    0.13   -1.30   -0.03    0.68   0.58855764   0.49652000   0.14180800       346142
    6.70    1.68   -0.99   -0.13    0.82    0.16   0.88668450   0.67663500   0.08828000       346209
    6.94    4.81    0.08   -0.02   -0.12    0.05  -0.81552298   0.50428900   0.32364900       346247
    4.69    4.09   -1.07    0.28    0.86    0.27   0.87049268   0.60204000   0.07969900       346291
    1.61    3.40    1.15   -0.04    0.05    0.09   0.84714609   0.66018600   0.10887300       346384
    6.41    1.39    1.34   -0.07    0.55   -0.19   0.02089157   0.41102300   0.18108600       346435
    1.46    5.37    0.20    0.28   -0.44   -0.32  -0.81735202   0.52763800   0.34420900       346453
    6.39    1.88   -0.81    0.20    0.35   -0.15   0.39289301   0.24501200   0.05524100       346574
    1.76    2.74   -1.34    0.10    1.16   -0.05   0.96909982   0.65834000   0.02520500       346596
    3.68    3.61   -1.53   -0.20    0.53    0.96  -0.72631679   0.64589700   0.44291500       346623
    5.11    1.35    0.70   -0.09    1.87    0.36   0.31861879   0.12451600   0.01773000       346650
    2.98    4.73    0.60    0.35    0.42    1.07   0.37662086   0.56266400   0.22901700       346658
    5.05    2.61   -1.01   -0.21    1.37    2.22   0.47999033   0.66428200   0.26793100       346722
    2.32    1.57   -0.23    0.10   -0.13   -0.37  -0.47559292   0.63797500   0.41351400       346778
    2.11    1.60    0.55   -0.78    0.11    0.45   0.26678226   0.66552000   0.32508900       346799
    0.50    1.74    0.37   -0.35    0.43    0.16   0.65195228   0.42585300   0.09574800       346987
    2.30    3.40    1.60    0.10   -0.49   -0.84  -0.49861253   0.63227100   0.41075300       347047
    6.48    2.40   -1.22   -0.45    0.26   -0.04  -0.45377435   0.37854300   0.19628300       347064
    0.66    2.55   -0.76    0.98    1.49   -0.89   0.61465634   0.63948000   0.20804900       347172
    2.26    2.35    0.27   -0.01    0.76   -1.45  -0.05430958   0.65799500   0.37889900       347190
    2.20    2.10   -0.10    0.08    0.13   -0.06   0.72162808   0.63077100   0.16131400       347270
    3.17    1.37   -1.06    0.05    0.22    0.05  -0.23588775   0.20919700   0.07028400       347278
    3.20    1.61   -0.60   -1.30    1.33   -0.91   0.70601472   0.67116600   0.18696500       347522
    5.14    2.18    1.74    0.03   -0.33   -0.33  -0.76093921   0.69133800   0.48694500       347579
    0.12    2.20    0.16    0.17   -0.07   -0.16  -0.80518710   0.52900600   0.34460600       347620
    2.84    3.06   -0.47   -0.32   -0.05    0.07  -0.38253908   0.65984400   0.42293700       347644
    3.03    1.91    0.89   -0.05    0.38   -0.62   0.54508164   0.66877400   0.24957900       347685
    0.63    1.55    1.15   -0.19    1.00   -0.10   0.75485071   0.21374200   0.01987900       347740
    3.75    1.32   -0.39    1.20    2.11   -0.10   0.78002473   0.50668600   0.09072800       347811
    2.63    1.47    1.29   -0.85    0.52   -0.13   0.66508748   0.67335900   0.20617800       347834
    5.88    1.69   -0.91    0.93    2.39    1.04   0.34428951   0.32428600   0.09529000       347855
    0.55    1.32    1.37   -0.41    1.90   -0.36   0.95230256   0.65871200   0.03815500       347901
    5.74    1.70   -0.05   -2.14    0.64   -1.16   0.67164944   0.21945200   0.02712100       348137
    4.58    2.28   -0.44    0.89    0.15   -0.07   0.57683140   0.18297900   0.02407800       348255
    5.23    2.64    1.32   -0.11    0.43    0.04   0.29995080   0.27802200   0.07668500       348264
    0.27    4.93    0.85   -0.19   -0.26    0.38  -0.36837472   0.66329300   0.42437100       348322
    3.26    2.97    1.58   -0.54    0.12   -0.02   0.21830659   0.66553300   0.33574900       348409
    1.92    2.64    1.53    0.14    0.46   -0.20  -0.09384149   0.36190900   0.15798200       348489
    4.24    2.93    0.02   -0.40    0.31   -0.84   0.36487926   0.64525200   0.28717300       348559
    0.50    3.00   -0.16   -0.36    0.12    0.28   0.56155019   0.64068700   0.22726700       348635
    5.92    1.47    0.53   -0.47    2.40    0.18   0.22695294   0.24742100   0.06738700       348818
    0.88    1.41    0.61    0.88   -0.12   -0.19   0.55339046   0.20340100   0.03070100       349008
    4.35    1.62    1.65    0.54   -0.23   -0.03  -0.72834526   0.36101400   0.19847200       349095
    2.99    3.01    1.70   -0.61    1.85   -1.05   0.06179314   0.42238400   0.18448900       349112
    6.85    1.45    0.43    0.15    0.68   -0.40  -0.00113746   0.28652300   0.10301300       349275
    2.51    2.39   -1.43   -0.03   -0.39   -0.14  -0.83774071   0.67695400   0.47985400       349297
    5.32    4.20    0.96   -0.23    0.44    0.06   0.99089987   0.55854300   0.00550100       349346
    3.41    2.56    0.61   -1.03    0.55    0.05  -0.41766992   0.42764200   0.23205100       349425
    2.17    1.38    0.49   -0.12    0.79   -0.88   0.62707477   0.64383400   0.20581200       349459
    4.05    1.35    0.92    1.06    0.82   -1.48   0.42261581   0.68077700   0.29598700       349492
    1.35    2.59    0.98   -1.15   -0.41   -0.45  -0.00014701   0.68177200   0.38971600       349521
    5.95    1.53    1.05   -1.00    0.06   -1.27  -0.68821024   0.25204400   0.11451700       349739
    6.19    3.40    0.15    0.55   -0.31   -0.14  -0.10610668   0.66749900   0.39447800       349751
    5.13    2.84   -0.38   -1.67    1.42    0.52   0.56028492   0.65989600   0.23900100       349790
    2.13    3.84   -0.40    0.20    0.45    1.08   0.32500103   0.68524000   0.32556400       349801
    2.20    4.75   -1.59    1.08    0.35    0.05   0.20240526   0.65267100   0.32936200       349838
    6.12    4.45   -1.25    0.52    0.59    0.84   0.37417546   0.51622500   0.19995400       349846
    2.37    2.00    1.64   -0.65    0.34   -1.90   0.01880250   0.64865100   0.35978500       349859
    2.60    1.75    1.04    1.21   -0.06   -0.43   0.13761804   0.30799000   0.10533500       349880
    2.55    2.20    0.85    1.03    1.75    0.33   0.81500641   0.64916900   0.12353200       350408
    6.70    5.39   -0.98   -0.12   -0.54   -0.29  -0.68512712   0.39072800   0.21999300       350454
    3.66    2.04    0.33   -0.30    0.27    0.40   0.37483374   0.29210900   0.07690700       350476
    3.80    2.23   -0.47    0.12   -0.26   -0.43  -0.37903281   0.64965600   0.41369400       350540
    0.21    3.03   -1.62    0.00   -0.05    0.10  -0.55257616   0.67185300   0.45094300       350623
    3.03    1.89    0.08    0.57    1.29    0.52   0.21183926   0.30172800   0.09582400       350727
    6.11    1.40   -1.22   -0.78    1.98    0.57  -0.21535035   0.10143500   0.01971500       350940
    6.35    3.52    1.25    0.07   -0.23    0.15  -0.82552065   0.64467900   0.44950400       351010
    6.41    1.31    0.21   -0.29    1.06   -0.44   0.85191796   0.33834500   0.03021200       351171
    4.53    3.03    0.33   -0.59    0.21    0.18   0.22566305   0.66810300   0.33611000       351236
    6.73    1.73   -0.55    0.20    0.59   -0.67   0.71163987   0.68131200   0.18920100       351303
    3.03    1.65    0.14   -0.89    1.57   -1.52   0.67032858   0.66676900   0.20055100       351344
    3.20    1.40   -1.47    0.79    0.23    0.09   0.29344314   0.68369700   0.33224400       351378
    1.29    2.01    1.31   -1.01   -0.72   -0.22  -0.36524305   0.66138800   0.42236400       351412
    5.09    2.46   -0.62   -0.40   -0.20   -0.22  -0.43175272   0.67497200   0.44151300       351473
    2.69    1.36    0.50    1.02    0.92   -0.72   0.29036753   0.48555400   0.19554900       351785
    3.67    1.64   -0.61   -1.20    2.28    0.26   0.44285713   0.48178600   0.16592100       351956
    1.98    2.02   -0.44    0.81    0.27   -0.64   0.28723051   0.64920300   0.30851100       351957
    3.78    3.11   -1.08    1.55    1.69    0.82   0.66505063   0.66177100   0.20021300       352129
    6.98    2.18   -1.32   -0.18    1.92    0.15   0.58466861   0.30488800   0.06054900       352138
    2.86    4.83    0.85    0.06   -0.12    0.08  -0.24639254   0.58597000   0.34475600       352278
    4.94    1.60    1.49    0.39    0.93   -0.30   0.29594185   0.27066500   0.07352000       352291
    1.16    2.60    0.86   -0.79   -0.07    0.50   0.80535256   0.21855800   0.01679700       352465
    6.68    2.41   -1.03   -3.28    2.42    1.44   0.32857805   0.65833300   0.30534100       352532
    3.65    1.46   -0.39   -0.65    1.05    0.80   0.77378816   0.68268600   0.15843600       352728
    3.92    1.52   -0.77   -0.81    1.18   -0.11   0.50388137   0.44256700   0.13301000       352768
    2.86    2.83    1.06   -0.16    0.49    0.06   0.90448839   0.30930100   0.01690400       352912
    2.71    1.95    1.74   -0.04    0.49   -0.24  -0.24296473   0.38032400   0.18276400       352931
    1.96    2.97   -0.95    0.88    1.12    2.07   0.27524964   0.66221300   0.32072800       353002
    4.86    2.98    0.64    0.46    0.18   -0.29   0.29927786   0.65851000   0.31247200       353007
    1.62    5.34   -0.38    0.21   -1.47   -0.60  -0.90057308   0.65796100   0.46709100       353075
    1.78    2.23    0.60   -0.34   -0.04    0.16   0.32018580   0.21655300   0.04843400       353131
    1.88    2.28   -0.35   -0.56    0.19   -0.62   0.32681654   0.65274500   0.30179100       353353
    2.07    4.19    0.08    0.20    1.28    0.52  -0.36302281   0.14601800   0.04093000       353421
    3.27    2.85   -1.28    0.24    0.35    2.44   0.49258059   0.65637400   0.25899900       353446
    4.36    1.79   -1.69    0.72   -0.17    1.30  -0.25012810   0.67825800   0.42320800       353727
    3.80    2.17    0.12   -0.14   -0.46   -0.28  -0.28908746   0.41033200   0.20870800       353863
    3.68    1.49    0.10   -0.55    0.55   -0.30  -0.54749773   0.46493700   0.27185700       353873
    5.36    1.89   -0.89    0.09    0.52    0.20  -0.13274668   0.66124700   0.39308000       353883
    7.20    4.86   -1.75    0.07    0.32    0.17   0.56519935   0.42489600   0.11282500       353942
    1.51    3.46    1.42    0.10    0.48   -0.14   0.74365205   0.48245300   0.09401300       354051
    3.76    1.63    0.67   -0.92    1.70   -2.29   0.66967703   0.62242500   0.17858100       354325
    0.53    1.59    1.53    2.62    2.54   -1.10   0.46373384   0.66906700   0.27599500       354484
    2.88    2.42    0.75   -0.98    1.47   -0.55   0.34654783   0.39987600   0.13529400       354573
    4.28    2.22   -0.24   -0.54    1.89    0.74   0.87587951   0.65885800   0.09089400       354596
    3.54    1.43   -0.75    0.50   -0.08   -0.60  -0.45154627   0.30067200   0.13850500       354616
    0.59    2.18    0.24   -0.02   -0.04    0.02  -0.79769034   0.37204100   0.21090300       354756
    5.35    2.16   -1.37   -1.93    0.52    2.35   0.08544394   0.46775900   0.21315000       354819
    2.38    1.58   -0.81    0.04   -0.06   -0.03  -0.73984792   0.64757000   0.44551000       354841
    3.23    2.48    1.30   -0.07    0.12    0.04   0.13090176   0.28593100   0.09355400       354875
    3.23    1.58    0.92   -0.22    0.62    0.06  -0.18447476   0.43806400   0.22070700       355012
    1.74    2.20   -0.48   -0.26    0.48    0.07   0.89451768   0.42285700   0.03394700       355121
    1.58    1.94   -0.64    0.79    1.07   -0.22   0.77266039   0.43483800   0.07048600       355211
    3.64    2.99    0.27    0.04    0.03    0.06   0.01776957   0.56839300   0.29676600       355269
    4.82    1.69    0.49   -0.56    1.38   -0.56   0.81039103   0.66604300   0.13198600       355408
    1.20    3.08   -0.65    0.81   -0.55    1.26  -0.40743961   0.65171500   0.41854400       355441
    2.92    2.96    0.19   -0.12    0.19   -0.32   0.47412960   0.65225500   0.26197200       355579
    0.58    3.54    0.28   -0.07   -0.14   -0.05   0.46922599   0.60840500   0.23559600       355589
    1.73    2.65   -0.70   -0.03   -0.19    0.16  -0.95694969   0.48093200   0.31169700       355616
    0.12    3.05   -0.29    0.14   -0.13    0.11  -0.78883060   0.63399500   0.43706500       355648
    2.70    2.16   -1.16    0.04   -0.33    0.18  -0.78489152   0.66100700   0.46123800       355666
    0.91    3.06   -0.65   -0.38    0.13    0.10  -0.81890930   0.43176600   0.26157000       355844
    1.73    3.42   -1.08   -0.39    0.52   -0.13   0.72505237   0.48400800   0.10000400       355868
    2.94    1.63    1.48    0.66    1.40    0.12   0.89984326   0.35356600   0.02291400       355936
    4.87    4.84   -0.03   -0.14    0.26    1.14   0.20315425   0.47452300   0.20180300       356095
    3.84    4.28   -1.09   -0.84   -0.27   -0.03  -0.44671058   0.65068600   0.42174700       356275
    3.50    5.29    1.19   -0.06   -0.25   -0.96  -0.47730744   0.57585100   0.35975500       356325
    4.83    4.83    1.23   -0.13   -0.08    0.03  -0.85391441   0.66342500   0.46869600       356368
    4.98    3.78    0.86    0.28    0.26   -0.65   0.30356356   0.68488300   0.33064900       356530
    6.18    1.98    0.41    0.29    1.05    0.17   0.63546817   0.40553700   0.09099600       356689
    4.02    1.91    1.40   -0.41    1.51   -1.49   0.01565724   0.44839500   0.20780700       356787
    4.67    2.00   -0.02    0.60    0.55    0.48   0.83725646   0.66297000   0.11557800       356832
    2.18    2.16   -1.16   -0.44   -0.10    0.26  -0.27387443   0.56488000   0.33031400       356833
    4.87    2.43    0.04   -1.52   -0.91   -0.35  -0.59740820   0.66412000   0.44822100       356861
    2.13    2.60   -0.04   -0.15   -0.98    0.70  -0.41648306   0.52942300   0.31486900       356970
    0.98    4.57    0.82    1.02    0.22    0.74  -0.25734215   0.40318800   0.20079100       357244
    3.57    2.12    0.93    0.22    0.07   -0.35   0.33869078   0.66511400   0.30767100       357414
    1.29    2.54    0.53   -1.10    0.03   -0.87   0.16289650   0.68766400   0.36428700       357423
    3.25    3.93   -0.33   -0.53   -0.35    0.56  -0.16061394   0.64809400   0.38591900       357460
    1.42    2.50    0.63    0.25    0.06    0.22   0.25843442   0.68125800   0.33868400       357477
    2.70    1.45    1.47    0.60    0.09    0.13  -0.31035568   0.64975500   0.40605100       357591
    6.23    3.21    1.38    0.31   -0.17    0.12  -0.17708520   0.68618500   0.42028600       357593
    3.31    3.58   -0.90    0.50    1.22    0.10   0.93619169   0.59999400   0.04181900       357783
    6.59    1.99   -0.85   -0.06    0.39   -0.10   0.91305404   0.66129300   0.06688200       357814
    4.28    2.24   -0.02   -1.34    1.87   -0.46   0.95384556   0.53417000   0.02458600       357879
    1.47    2.80    0.19    0.17   -0.37    0.50  -0.63544904   0.66387700   0.45141800       357882
    3.80    3.53    0.17   -0.15   -0.12    0.09  -0.34131660   0.57225800   0.34354800       357889
    0.53    2.61   -1.28    1.42    0.66   -0.46  -0.19984070   0.57975600   0.33423000       357915
    0.19    4.70    1.14    0.07   -0.46   -0.50   0.79360467   0.24008300   0.02122300       357917
    1.65    1.35    0.56   -0.25    1.05    0.46   0.15791590   0.66556800   0.34814700       357978
    2.81    3.03   -0.69    0.54    0.32   -0.32   0.06616198   0.58206400   0.30001600       358006
    0.09    3.75    0.54    0.26    0.53   -0.24   0.14673315   0.46016500   0.19994700       358056
    7.00    4.37    1.48   -0.31    0.62    0.27   0.75511892   0.64950900   0.15417600       358085
    4.76    3.39    0.66    0.09    0.52    0.36  -0.60650537   0.13513300   0.04029200       358405
    0.18    1.74    0.14   -0.04    0.48   -0.36   0.56765336   0.48368900   0.14046200       358480
    2.13    2.82    0.39   -0.07   -0.40   -0.54  -0.57027356   0.68828500   0.46733100       358612
    6.58    3.07   -0.94   -1.23   -0.52    0.15  -0.63367063   0.65463300   0.44297400       358634
    3.46    1.52   -0.68   -0.73    0.93    0.63   0.65577803   0.65381700   0.19991200       358649
    1.49    2.13   -0.91    0.30    1.17   -0.77   0.76541477   0.50252300   0.09419800       358664
    4.03    2.70    0.23   -0.93    0.38    0.71  -0.42661419   0.62047300   0.39338000       358812
    5.03    5.13   -0.63   -1.08   -1.05    0.11  -0.93171822   0.40771300   0.24727600       358859
    3.85    2.49   -0.90    0.00    0.54   -0.27   0.96622538   0.33579600   0.00729100       359116
    3.34    2.60   -0.69   -1.22    1.66   -0.68   0.80722357   0.69202700   0.14326500       359122
    3.95    1.83    0.60   -0.63    0.34    0.67   0.36939297   0.42722100   0.14748300       359139
    4.78    1.72   -0.28    0.31   -0.41    0.10  -0.62990423   0.67231800   0.45850700       359464
    2.82    4.31    0.36   -0.31    0.57    0.00   0.53897532   0.63137200   0.22912800       359646
    3.20    1.43    0.37    0.21   -0.01    0.09  -0.02315983   0.66229400   0.37757000       359692
    1.66    2.86   -0.50    0.31    0.22   -0.15  -0.66182016   0.45060000   0.26783000       359709
    3.47    1.68   -1.28   -0.67    3.13    0.07  -0.03037961   0.11506100   0.02166800       359714
    7.79    2.39   -1.36   -1.00    0.78   -0.06  -0.91732016   0.50096300   0.32699700       359726
    0.88    2.00   -0.73   -0.31    0.52    1.27   0.21872647   0.49775800   0.21510600       359765
    4.40    3.62    0.44    0.60    0.57   -0.29  -0.49227934   0.37083400   0.19280100       359813
    3.35    2.17    0.08   -0.21   -0.14    0.14  -0.44046123   0.66987600   0.43795000       359873
    3.34    3.86    1.08    0.05    0.42   -0.01  -0.01186236   0.31961000   0.12387600       359875
    4.12    1.73   -1.14    2.98    2.24    1.71   0.42876698   0.62501500   0.25707500       359962
    1.57    4.95   -1.66    0.14    0.06    0.04   0.42646957   0.54883600   0.20920900       360212
    1.67    2.11   -0.78   -1.16    1.11    0.25   0.77854485   0.66343900   0.14815400       360328
    3.22    2.52    1.31   -0.05    0.28   -0.05   0.74545243   0.29870400   0.03868900       360392
    6.48    4.11    0.22   -0.32    0.90    0.47   0.84088608   0.63420700   0.10458800       360438
    3.47    2.45    0.86   -0.55    0.62   -0.21   0.66725645   0.67538400   0.20629700       360522
    1.78    1.63    0.48    0.51    0.92    0.52   0.23441816   0.43915400   0.17427500       360589
    3.20    2.11    1.24   -0.06    0.19    0.02   0.77228254   0.30996000   0.03761800       360633
    3.57    1.94    0.93    0.04    0.22   -0.08   0.90459461   0.66002500   0.07241100       360651
    4.18    2.35   -1.03    0.95    0.96    0.78   0.63001520   0.67792000   0.22319700       360717
    3.56    2.30   -0.68   -0.21   -0.23   -0.12  -0.56060133   0.65414800   0.43593700       360753
    4.33    3.48   -0.66   -1.13   -0.27   -0.35   0.33838682   0.46110800   0.17237700       360803
    6.46    1.40   -1.36   -0.24    0.41    0.04  -0.99422384   0.56377900   0.38760900       360804
    5.98    4.05    1.36    1.01    1.02   -0.77  -0.97790262   0.37530100   0.22228300       360971
    5.65    1.99   -1.47    1.53    1.22    1.29   0.58468998   0.68069400   0.24244900       361079
    6.97    4.71    1.21    0.23    0.32   -0.37   0.58583770   0.65591600   0.22766500       361099
    5.70    4.11    0.54   -2.62    0.80   -0.88  -0.05505282   0.65107400   0.37334300       361143
    3.25    4.02    0.58    0.59   -0.33   -0.32  -0.48810240   0.55417400   0.34215800       361158
    5.68    4.12   -0.42    0.72    0.76   -0.72   0.70004137   0.67013500   0.18919000       361196
    1.50    2.44    0.14   -1.17    0.77   -0.22  -0.94452661   0.35721100   0.20580600       361204
    6.70    1.87   -0.03    0.24   -0.26    0.24   0.24664724   0.22724800   0.05702800       361286
    5.00    1.29   -0.73   -0.58    0.23    0.29   0.20658850   0.68608600   0.35388300       361287
    5.49    2.15    1.19   -0.09   -0.33   -0.12  -0.26935849   0.39715900   0.19723700       361332
    6.17    2.31   -0.17    0.68    0.86    0.52   0.83842329   0.64839800   0.11031800       361388
    2.34    2.66   -0.16    0.64    0.51   -0.49   0.16432221   0.17169600   0.03764100       361420
    3.16    4.72    0.51    1.65    0.40   -0.52   0.35322932   0.43343300   0.15354500       361483
    2.52    4.84    1.46   -0.15   -0.22   -0.17  -0.01080956   0.49280300   0.24325900       361551
    3.30    2.81   -0.08    2.16   -1.46    0.01  -0.22937066   0.64113500   0.38896300       361597
    6.49    2.99   -0.32    0.12    0.26   -0.01   0.88804727   0.33927800   0.02347400       361613
    4.79    3.42   -0.53    0.08   -0.06   -0.02  -0.43204479   0.68987600   0.45469100       361667
    3.11    2.35   -1.39   -0.73    2.46    0.49  -0.92856943   0.14633800   0.05206600       361906
    3.57    1.80   -0.73   -0.22    0.63   -0.11   0.68106161   0.55754800   0.14393400       361948
    1.84    1.55   -0.81   -0.27    0.24    1.22   0.15086348   0.64754400   0.33563000       361999
    1.06    3.12    1.08   -1.01    1.77   -0.72   0.43096837   0.57628000   0.22525900       362143
    2.23    2.35    0.15    0.31   -0.15    0.03   0.30236733   0.49135100   0.19727100       362168
    4.85    4.83    0.91   -0.39    0.74    0.37  -0.10760392   0.30424500   0.12090500       362180
    0.01    3.72    1.59    0.14    0.30    0.10   0.38741252   0.48526600   0.17847300       362182
    7.61    2.27   -0.55   -0.68    0.86    0.03  -0.20440549   0.45407100   0.23473700       362223
    2.82    1.65   -0.69    0.07    0.67   -0.26   0.60862400   0.26655400   0.04519200       362231
    4.84    1.83   -0.68    0.24    1.37    0.45   0.34508675   0.31580700   0.09099300       362426
    2.16    2.33   -1.17   -0.22   -0.39    0.25  -0.90272054   0.36145300   0.20737300       362468
    5.14    1.71    0.51   -0.24    0.84    0.19   0.08018587   0.24125700   0.07304800       362500
    6.78    1.53   -0.09   -0.97    0.13    1.17   0.17955894   0.48264300   0.21071800       362569
    6.40    2.52    1.20    0.13   -0.04   -0.07  -0.09490653   0.67172200   0.39634500       362814
    1.15    4.83    1.27    0.98   -0.04    0.02   0.02810124   0.63298900   0.34577800       362824
    1.93    1.33    1.25   -0.42    0.37    0.41  -0.33940079   0.36246200   0.17659000       362953
    0.61    3.40   -0.50   -0.20   -0.53    0.05  -0.95631941   0.65591400   0.46910300       363037
    4.76    3.11    0.66    0.10    0.09    0.00  -0.27942103   0.35901500   0.16994900       363065
    4.68    3.07    1.71    0.65    1.16   -1.07   0.17612389   0.41199600   0.16444000       363066
    2.09    3.35   -0.28    0.16    0.62   -0.66   0.67098564   0.67032600   0.20209000       363128
    3.82    4.26   -1.43   -0.89    1.19   -0.10  -0.58395157   0.08758200   0.01870000       363186
    2.40    2.61    0.19    0.70    1.52    0.69   0.91118760   0.55051700   0.04807400       363333
    5.56    2.84   -0.22    1.37   -0.58    1.11   0.88116623   0.38426100   0.03152100       363500
    6.33    2.23   -1.63   -0.76    1.13    1.16  -0.27099363   0.51361900   0.28810100       363556
    0.31    3.98    0.79   -0.14   -0.18   -0.23  -0.73736989   0.63369100   0.43280700       363562
    1.60    4.23   -1.07    0.51   -0.47    0.67  -0.64259804   0.66859100   0.45628400       363624
    1.27    2.32   -0.21    0.34   -0.06    0.21  -0.35869953   0.66315000   0.42316100       363648
    6.76    1.86    0.04    0.32    0.41   -0.59   0.58480144   0.62684100   0.21152800       363666
    6.69    3.21    1.11    0.10   -0.28   -0.09  -0.92681642   0.66863500   0.47874700       363687
    4.09    2.18   -1.11    1.23    0.37   -0.55   0.31099539   0.65049500   0.30395100       363731
    4.80    2.23    0.90   -0.15   -0.49   -0.57  -0.56327435   0.63750000   0.42141800       363742
    2.12    2.16    1.47    1.48    1.13    0.02   0.53652142   0.67941800   0.25904700       363756
    7.03    2.98   -0.16    0.02    0.10    0.07   0.81666282   0.65647300   0.12514400       363881
    2.31    1.60   -0.36    0.50    0.66    0.12   0.70881563   0.64114400   0.17156000       363942
    2.37    2.53    0.57    1.01    1.51    1.13   0.68564208   0.66710900   0.19411400       363992
