  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle          E0        Edpst   history_number
    5.91    3.69   -0.59   -0.38    0.04   -0.16  -0.05919246   0.66100001   0.38211000        63408
    6.24    2.28    0.61   -0.46    0.67    0.50   0.61058727   0.66100001   0.22142400        63432
    1.58    1.62   -0.44   -0.02    0.43    0.45   0.65479174   0.66100001   0.20404800        63437
    0.76    1.79   -0.84    0.34    0.47   -0.12   0.61822971   0.66100001   0.21851500        63470
    5.60    1.79    0.42    0.32    0.60   -0.09   0.93800281   0.66100001   0.04907400        63538
    0.78    2.79   -1.55    0.74    0.54   -0.03   0.38304504   0.66100001   0.29338100        63539
    1.39    2.89   -1.75   -0.14    0.32    0.05   0.93013028   0.66100001   0.05478900        63558
    3.25    2.81   -1.66    0.03    2.42    2.54   0.55800718   0.66100001   0.24044600        63574
    1.03    2.07    0.60    0.03    0.80    0.98   0.63613102   0.66100001   0.21154800        63583
    0.44    1.94   -0.60   -0.27    1.30   -0.51   0.94924562   0.66100001   0.04072300        63674
    4.58    2.48    0.31   -0.10    0.56    0.19   0.71230213   0.66100001   0.17927400        63694
    5.75    3.58    0.33    0.25    0.73    0.50   0.83467817   0.66100001   0.11645200        63723
    5.77    4.41    0.41   -0.07    0.52    0.09   0.95528923   0.66100001   0.03613900        63790
    1.16    3.43    0.07    0.02    0.09    0.03   0.88133736   0.66100001   0.08795900        63800
    1.86    1.45    0.88    1.10    0.70    0.46   0.54322460   0.66100001   0.24550100        63802
    3.65    1.56   -0.35   -1.79    0.33   -0.18   0.11807474   0.66100001   0.35223800        63812
    5.00    2.73    0.16   -0.31    1.92    0.17   0.97141068   0.66100001   0.02357300        63851
    4.67    1.63    0.92   -0.86   -0.31   -0.12  -0.44091898   0.66100001   0.43019500        63975
    2.45    1.43    1.10    0.24    0.55   -0.47   0.61626896   0.66100001   0.21926500        64001
    1.51    1.54    0.52   -0.21    1.84    0.95   0.91268442   0.66100001   0.06708100        64044
    3.19    1.71   -1.09   -0.45    0.36   -0.28   0.62681205   0.66100001   0.21520200        64048
    6.79    1.70    0.21    0.65   -0.15    0.90  -0.20231192   0.66100001   0.40231600        64091
    5.59    1.72    0.17   -0.96    0.72   -1.00   0.34334457   0.66100001   0.30358900        64131
    0.65    2.86   -0.35    1.32    1.03    1.64   0.08456292   0.66100001   0.35836600        64150
    3.65    2.43   -0.71    0.45    1.44    0.41   0.90170280   0.66100001   0.07456600        64198
    3.22    2.29   -1.61    1.72    1.38    0.89   0.47748474   0.66100001   0.26658400        64261
    6.61    1.71   -0.85    0.28    1.52   -0.41   0.95750545   0.66100001   0.03444100        64273
    0.51    2.98   -0.61   -0.08    0.13   -0.32   0.18617376   0.66100001   0.33898800        64324
    2.43    1.97    1.49   -0.48    0.97   -0.56   0.77462447   0.66100001   0.14920500        64339
    3.46    1.36    0.06    0.76    2.55   -0.83   0.96568805   0.66100001   0.02809100        64367
    4.22    1.31   -1.08    0.07    4.24    0.87   0.98165495   0.66100001   0.01532200        64378
    2.96    2.12    1.26   -0.23    0.21   -0.31   0.38885874   0.66100001   0.29183700        64380
    5.56    2.74    1.39   -1.07    2.23   -0.27   0.81446741   0.66100001   0.12793300        64393
    1.17    4.14   -1.55    0.74    1.42    0.37   0.80443887   0.66100001   0.13345200        64416
    6.62    2.71    1.63   -0.11   -0.27    0.06  -0.87841640   0.66100001   0.46827800        64435
    5.45    1.43    1.02   -1.42    0.37   -1.09   0.09867144   0.66100001   0.35581600        64445
    5.33    1.52    0.84    0.07    0.57   -0.20   0.93159610   0.66100001   0.05373300        64463
    1.99    1.36    0.89   -0.27    0.74    0.30   0.93143672   0.66100001   0.05384800        64509
    1.08    1.86   -1.12    0.62    0.02    0.05  -0.15212135   0.66100001   0.39557200        64545
    2.97    2.79   -1.25   -0.24    0.48    0.46   0.63737171   0.66100001   0.21105700        64557
    0.84    1.67   -1.21   -0.61    1.74    1.03   0.83754720   0.66100001   0.11478200        64585
    4.82    1.65   -0.93    2.07    1.43    0.50   0.59926244   0.66100001   0.22566500        64639
    1.04    5.35   -1.12    0.33   -0.66    0.38  -0.74236103   0.66100001   0.45785400        64647
    4.40    2.66   -1.24    0.66    1.51    0.66   0.84375379   0.66100001   0.11113400        64665
    3.91    1.54    0.92   -0.12    0.21   -0.45   0.29982454   0.66100001   0.31414700        64728
    7.91    3.22   -0.06   -0.46    0.27   -0.11   0.40906956   0.66100001   0.28636700        64731
    5.10    1.48    1.26   -0.46    1.16    0.28   0.87940356   0.66100001   0.08919900        64742
    2.63    4.65   -1.12    0.11    0.92   -0.20   0.97829207   0.66100001   0.01805400        64788
    4.17    2.80   -1.12    0.35    2.21   -0.13   0.99564122   0.66100001   0.00370600        64815
    3.64    1.53   -1.53   -1.14    2.99    0.85   0.85446732   0.66100001   0.10472100        64907
    2.11    2.31   -1.29    0.16    0.30   -0.01   0.81489521   0.66100001   0.12769500        64934
    6.32    2.86   -0.79    0.88    1.34   -0.55   0.89451476   0.66100001   0.07936400        64949
    5.22    1.66   -0.43    2.42    2.16    0.48   0.75220835   0.66100001   0.16044300        64971
    4.31    1.78   -0.90    0.14   -0.26    0.70  -0.49114663   0.66100001   0.43531500        64992
    1.72    1.65   -1.75    0.36    2.21    0.44   0.89402055   0.66100001   0.07969100        65000
    3.91    3.72   -0.60   -0.44    1.21    0.18   0.94417155   0.66100001   0.04452000        65032
    0.51    1.99   -1.35    0.90    0.97    1.43   0.30395422   0.66100001   0.31317200        65057
    6.00    2.11    0.73   -1.43    2.99   -0.21   0.80540370   0.66100001   0.13292600        65064
    3.49    3.12   -0.68    0.07   -0.18    0.87  -0.39748989   0.66100001   0.42557700        65109
    5.69    2.43   -0.15    0.18    0.52    0.01  -0.76321102   0.66100001   0.45952400        65300
    5.98    2.37    0.60    1.83    1.19   -0.82   0.47069244   0.66100001   0.26864100        65305
    4.14    3.88    0.44   -1.23    1.10   -0.49   0.63021142   0.66100001   0.21387600        65308
    7.29    3.09   -0.95   -1.33   -0.05    0.51  -0.29742287   0.66100001   0.41419900        65317
    2.30    1.45   -1.22   -0.45    1.14    0.00   0.96555409   0.66100001   0.02819600        65364
    1.20    4.35    1.30   -0.06    1.08   -0.35   0.67321683   0.66100001   0.19639300        65381
    3.77    2.64   -0.56   -0.32    1.16    0.17   0.93823883   0.66100001   0.04890100        65384
    1.66    1.80   -0.07   -0.07    0.04   -0.01   0.66538975   0.66100001   0.19967600        65416
    3.13    1.96   -0.69   -0.27    0.24   -0.02   0.68031283   0.66100001   0.19337600        65456
    6.22    3.87   -1.19   -0.18    0.68   -0.11   0.75933911   0.66100001   0.15692200        65495
    2.97    3.74   -0.80   -0.46    0.78   -0.04   0.89419140   0.66100001   0.07957800        65500
    1.92    3.19   -0.76    0.62    0.18    1.03   0.09102689   0.66100001   0.35720300        65523
    3.78    1.72   -1.43    0.46    0.98    0.00   0.91507241   0.66100001   0.06542800        65529
    4.71    2.05   -0.19    0.23   -0.47    0.31  -0.43100657   0.66100001   0.42915700        65567
    6.65    1.49   -0.88    0.86    2.52    0.21   0.98413291   0.66100001   0.01329400        65608
    3.32    2.94    1.53    0.13    0.78   -2.21   0.19193340   0.66100001   0.33781500        65636
    4.38    3.63    0.01    0.01    0.48   -0.34  -0.00635643   0.66100001   0.37382900        65644
    4.66    2.11   -1.34   -1.10   -0.06    0.55  -0.31167306   0.66100001   0.41588600        65724
    7.50    1.77   -1.16    0.07    0.57    0.12   0.94925625   0.66100001   0.04071500        65725
    6.89    3.28    0.42    0.21    0.68   -0.28   0.90995375   0.66100001   0.06896000        65750
    7.63    3.82    0.12   -0.29    0.36    0.43  -0.40541087   0.66100001   0.42643300        65840
    1.33    1.78    1.58    0.20    0.75   -0.24  -0.00335624   0.66100001   0.37334400        65844
    1.68    2.86   -0.29   -0.43    1.75   -0.68   0.93375360   0.66100001   0.05217200        65878
    2.33    1.62   -0.71    1.38   -0.23   -0.96  -0.22858186   0.66100001   0.40571100        65881
    0.14    2.82    0.75    0.42    0.45    0.30   0.46346616   0.66100001   0.27080600        65906
    2.08    3.32   -0.49   -0.24   -0.34   -0.57  -0.47740555   0.66100001   0.43393700        65922
    0.84    1.57   -0.52   -0.37    2.45    1.75   0.80130556   0.66100001   0.13515300        65962
    3.83    2.21    0.34    3.30    0.86   -0.50   0.24910369   0.66100001   0.32569100        65965
    0.18    1.81   -0.90    0.08    2.21   -0.50   0.93619483   0.66100001   0.05039600        65967
    7.36    4.28    1.32    0.56    0.10    0.00  -0.68589391   0.66100001   0.45318900        65970
    6.78    3.39   -0.68    0.24    0.28    0.45   0.52474452   0.66100001   0.25165200        65984
    4.65    1.54    0.99   -0.50    3.16   -2.06   0.72596142   0.66100001   0.17299000        65991
    0.48    2.07    0.66   -0.22    0.18    0.31   0.59888214   0.66100001   0.22580600        66003
    4.93    2.51   -0.31    1.04    1.81   -0.32   0.91589566   0.66100001   0.06485600        66048
    4.85    1.94   -0.39   -0.23   -0.09   -0.18  -0.38700254   0.66100001   0.42443400        66065
    4.02    3.00   -1.09   -0.12   -0.94    1.23  -0.98531864   0.66100001   0.47574700        66097
    3.91    2.45   -0.08   -0.06    2.24   -0.56   0.97699943   0.66100001   0.01909800        66124
    6.60    2.76    0.26   -1.21    0.32   -0.19   0.13130408   0.66100001   0.34975000        66127
    6.88    3.28   -0.97    0.40    0.69   -0.39   0.89332742   0.66100001   0.08014900        66133
    3.23    1.60    0.55    0.06    1.99   -0.48   0.95522641   0.66100001   0.03618700        66140
    3.30    3.37   -0.05   -0.05    1.00   -0.71  -0.03012307   0.66100001   0.37761400        66155
    5.25    1.58    0.06   -0.82    0.98    0.82   0.57604144   0.66100001   0.23411000        66156
    1.35    2.11    0.88   -0.16    0.22   -0.68   0.30051231   0.66100001   0.31398500        66167
    5.48    2.13    0.39    1.15    1.74   -0.31   0.88293266   0.66100001   0.08693200        66225
    4.83    3.88    0.09    2.14    0.95   -0.08   0.45857462   0.66100001   0.27225800        66250
    2.67    1.65   -1.56   -0.17    1.98    0.37   0.94916592   0.66100001   0.04078300        66283
    0.51    2.54   -0.23    0.25    1.66   -0.73   0.85771061   0.66100001   0.10275000        66359
    6.23    2.44   -0.02   -0.72   -0.36    0.39  -0.68987613   0.66100001   0.45352500        66412
    4.61    2.40    0.73   -0.12    0.25   -0.26   0.63111298   0.66100001   0.21352300        66413
    1.51    1.31    0.00   -0.01    0.50    0.12   0.95361980   0.66100001   0.03741200        66432
    5.44    2.27   -0.01    0.06   -0.17    0.02  -0.83804159   0.66100001   0.46529800        66453
    1.91    1.90   -0.83   -0.56    1.57    0.09   0.97493789   0.66100001   0.02075600        66467
    4.84    1.48   -1.64   -0.36    0.61    1.26   0.38968316   0.66100001   0.29161700        66470
    3.56    2.07    0.07   -0.37   -0.33    0.15  -0.80093783   0.66100001   0.46247700        66471
    0.71    3.04    1.63   -0.01    0.45   -0.33   0.68540895   0.66100001   0.19118500        66479
    1.51    2.72    0.11    0.23    1.42   -0.23   0.94214572   0.66100001   0.04602300        66482
    0.54    3.80   -0.56    0.13    0.48   -0.44   0.69099879   0.66100001   0.18875800        66489
    1.71    3.86    0.97   -0.06    0.01    0.00  -0.58958496   0.66100001   0.44471800        66493
    1.54    3.18    0.63   -0.67    1.85   -0.87   0.24371254   0.66100001   0.32687300        66542
    4.64    1.96    0.54   -0.08    2.04   -1.40   0.79101903   0.66100001   0.14066100        66561
    5.57    2.97    0.64   -0.01    0.05    0.00   0.07079890   0.66100001   0.36081300        66587
    2.53    2.42    0.70    0.50    1.46   -0.61   0.25506599   0.66100001   0.32437400        66639
    3.25    2.41   -0.32    0.40    2.54    0.02   0.97991676   0.66100001   0.01673700        66652
    4.15    2.03    0.32   -0.16   -0.11   -0.07  -0.85959235   0.66100001   0.46690000        66668
    3.39    2.44    0.27   -0.24   -0.31   -0.16  -0.68395487   0.66100001   0.45302500        66673
    4.79    1.67   -0.02   -0.25    0.50    0.33   0.71516800   0.66100001   0.17796900        66681
    7.40    2.12    0.32    0.17    0.75   -0.45   0.65841414   0.66100001   0.20256300        66683
    6.18    2.43   -0.33    0.62    0.82   -0.34   0.86336359   0.66100001   0.09928100        66703
    2.20    1.49   -0.66   -0.47    0.59    0.54   0.65994626   0.66100001   0.20193200        66707
    5.12    1.92    0.66   -0.23   -0.24   -0.08  -0.84836918   0.66100001   0.46606900        66732
    6.00    3.91    0.88    0.08    0.70    0.31   0.93459231   0.66100001   0.05156300        66750
    3.87    3.49    0.43    0.50    0.04    0.02   0.16064123   0.66100001   0.34408700        66774
    3.02    3.88    0.23    0.77    0.55   -0.29   0.50928322   0.66100001   0.25666000        66781
    2.93    3.11    1.47   -0.84   -0.70   -0.61  -0.67162414   0.66100001   0.45197600        66798
    1.49    2.53   -0.79   -0.99   -0.51    0.25  -0.36051378   0.66100001   0.42149700        66863
    2.43    4.63   -1.08   -0.13    0.49   -0.12   0.97174256   0.66100001   0.02330900        66873
    1.78    2.86    0.44   -1.74   -0.23    0.22  -0.04883161   0.66100001   0.38052400        66880
    6.47    1.53    1.47    0.64    0.21    0.21   0.57492719   0.66100001   0.23450700        66910
    6.36    2.99    1.21    0.29   -0.12    0.17  -0.03118633   0.66100001   0.37778100        66950
    5.90    1.97    1.12    1.41    0.52   -0.86   0.36204191   0.66100001   0.29885300        66954
    3.26    1.74    0.66    0.38   -0.05   -0.08  -0.13979784   0.66100001   0.39386200        66995
    1.29    2.18   -1.59   -0.15    0.43    0.05   0.95486236   0.66100001   0.03646500        67001
    2.67    1.49    0.98   -1.07    1.94   -0.23   0.90162404   0.66100001   0.07461900        67027
    2.42    2.70   -1.44   -0.06   -0.12   -0.01  -0.70368796   0.66100001   0.45468200        67043
    5.94    2.76   -0.08   -1.45    2.59    1.11   0.69829306   0.66100001   0.18555300        67051
    7.94    1.91    0.35   -0.41    1.85   -0.30   0.82415651   0.66100001   0.12249000        67095
    5.42    1.95   -1.50    0.70    1.03    2.01   0.32977624   0.66100001   0.30694900        67105
    1.29    3.84    0.23    0.01    0.38    0.05   0.97481571   0.66100001   0.02085400        67123
    4.73    1.49    0.31    0.74    0.37   -0.21   0.55212241   0.66100001   0.24247300        67129
    5.48    1.77    1.05    0.22   -0.09    0.03  -0.32389827   0.66100001   0.41731500        67139
    2.41    3.10   -0.17    0.55    0.86    0.68   0.66253713   0.66100001   0.20086100        67150
    4.36    2.37    0.84    0.42    0.32   -0.48   0.14457793   0.66100001   0.34721300        67271
    0.62    1.80   -1.12    0.51    0.14   -0.44   0.11749028   0.66100001   0.35234700        67293
    2.42    2.14    0.61   -0.27    1.21   -0.14   0.98430949   0.66100001   0.01314900        67321
    2.32    3.14   -1.49   -0.70    0.76    0.90   0.62646997   0.66100001   0.21533500        67333
    3.75    3.74    0.89   -0.13    0.29    0.16  -0.39185281   0.66100001   0.42496400        67339
    3.43    2.00    1.47    0.39    1.79   -0.44   0.91566122   0.66100001   0.06501900        67342
    0.22    1.82    0.66    0.61   -0.09   -1.72  -0.17332115   0.66100001   0.39846300        67348
    1.66    3.40   -0.34   -0.73    0.24    0.17   0.48239656   0.66100001   0.26508300        67353
    2.68    3.65   -0.69   -0.44   -0.26   -0.45  -0.25992624   0.66100001   0.40964700        67363
    2.67    3.48    1.31    0.57    0.89    0.13   0.79629394   0.66100001   0.13785100        67397
    4.53    2.36   -0.87   -0.46    0.32    0.81   0.22468482   0.66100001   0.33097900        67420
    4.41    3.50    1.31    1.77    1.54    0.39   0.68472094   0.66100001   0.19148200        67427
    1.01    1.66    1.01   -0.55    0.73    0.61   0.77032189   0.66100001   0.15140100        67510
    3.87    1.64   -0.46    0.23    0.27    0.28  -0.38866565   0.66100001   0.42461600        67574
    4.43    3.11    1.31   -1.18    0.32   -1.89  -0.02739112   0.66100001   0.37718400        67610
    4.87    2.34   -0.79   -1.04    0.50   -0.26   0.37038874   0.66100001   0.29669800        67626
    1.50    3.39    0.76   -0.54    0.86    0.79   0.49862661   0.66100001   0.26004100        67633
    1.34    1.37   -0.24   -0.02    2.36   -0.40   0.96264950   0.66100001   0.03046400        67739
    5.07    3.11    0.97   -0.16    0.91   -1.83   0.01596450   0.66100001   0.37018100        67765
    5.66    1.80    0.68    0.01   -0.14    0.06  -0.76272016   0.66100001   0.45948500        67793
    6.22    2.35   -0.37   -0.34    0.87    0.15   0.96264564   0.66100001   0.03046700        67831
    4.07    2.93    0.17    0.37    0.41   -0.37   0.59599350   0.66100001   0.22687400        67856
    3.00    3.12    0.81    1.23    0.60    0.60   0.00563283   0.66100001   0.37188100        67885
    1.74    3.03   -0.93   -0.99    0.62    0.84   0.45810782   0.66100001   0.27239600        67899
    6.19    3.79    0.50    1.23    0.42   -1.00   0.33450981   0.66100001   0.30578400        67905
    3.42    2.05    0.88   -1.20    1.44   -0.31   0.76017101   0.66100001   0.15650800        67932
    6.38    4.57   -1.07    0.05   -0.10   -0.03  -0.70149308   0.66100001   0.45449900        67938
    3.66    2.72   -0.31   -1.75    0.68    1.12   0.19142933   0.66100001   0.33791800        67965
    4.45    1.98   -0.68    0.62    1.35   -0.60   0.89338043   0.66100001   0.08011400        67975
    2.44    1.33   -0.52    2.90    1.92    0.12   0.45564318   0.66100001   0.27312300        68025
    1.22    2.60   -1.58   -0.75   -0.74    0.88  -0.81718212   0.66100001   0.46372200        68058
    6.15    2.17   -1.30    0.32    2.84    1.94   0.75820965   0.66100001   0.15748300        68073
    5.31    1.51   -0.79    0.00    0.25   -0.22   0.77662400   0.66100001   0.14817800        68096
    2.02    5.36   -0.19    0.28   -1.07   -0.21  -0.95906694   0.66100001   0.47396700        68121
    7.93    1.58    1.74   -0.68    0.30   -0.06  -0.59141067   0.66100001   0.44488500        68128
    2.77    2.26   -1.07    0.27    2.52    0.57   0.93926049   0.66100001   0.04815100        68141
    0.49    2.60    0.56   -0.21   -0.07   -0.08  -0.11388154   0.66100001   0.39019300        68150
    5.53    2.49    0.40   -0.31    0.46    0.36   0.59162286   0.66100001   0.22848000        68173
    2.96    1.94    0.02   -0.36   -0.52   -0.18  -0.68212506   0.66100001   0.45287000        68183
    3.84    2.38   -1.16    0.55   -0.19   -0.08   0.53469153   0.66100001   0.24836400        68246
    3.85    1.40   -0.89    0.66    0.63   -0.62   0.59953202   0.66100001   0.22556500        68249
    2.39    2.20    0.17   -0.79    0.67   -1.07   0.53576501   0.66100001   0.24800600        68250
    3.93    4.74   -0.22    0.34   -0.69   -0.70  -0.72032933   0.66100001   0.45605900        68257
    2.90    4.19    0.22    0.08    0.18   -0.39   0.37784548   0.66100001   0.29475100        68307
    0.85    1.84   -1.57   -0.14    0.97    0.14   0.95283717   0.66100001   0.03800700        68348
    0.26    1.80    0.52   -0.16    0.46    0.35   0.85608772   0.66100001   0.10373800        68414
    4.49    4.66    1.07   -0.49    0.00    0.03  -0.14712243   0.66100001   0.39488100        68445
    3.48    2.89    0.60   -0.31    0.66    0.24   0.88259295   0.66100001   0.08715100        68459
    6.70    3.27    0.76   -3.64    1.28   -2.49  -0.16183129   0.66100001   0.39690400        68490
    5.59    2.05    1.29    0.73    1.30   -0.80   0.74756799   0.66100001   0.16270800        68512
    1.85    1.67    1.07   -0.54    0.63   -0.82   0.53953735   0.66100001   0.24674300        68514
    6.43    4.40    0.23   -0.64    0.07    0.06  -0.10794275   0.66100001   0.38933800        68554
    1.64    2.86    0.48   -0.12    0.10   -1.25  -0.01375459   0.66100001   0.37501800        68565
    3.79    1.96    1.67    0.25    1.16   -0.14   0.69536673   0.66100001   0.18684400        68609
    6.14    3.72   -1.49    0.30    1.01   -0.14   0.99646828   0.66100001   0.00300600        68629
    1.89    2.37    0.74    0.12    1.08   -0.40   0.89245112   0.66100001   0.08072700        68653
    4.47    1.31   -1.11    0.47    0.12   -0.62   0.30640409   0.66100001   0.31259100        68655
    3.47    1.91   -1.65    0.08    0.29    0.02   0.94343946   0.66100001   0.04506400        68692
    1.24    2.46   -0.73    0.20    0.15    0.15   0.32459685   0.66100001   0.30821500        68734
    3.74    3.34   -0.34   -0.09   -0.52    0.87  -0.59437936   0.66100001   0.44515600        68764
    6.96    3.65    1.25    0.20    1.72   -1.08   0.79876719   0.66100001   0.13652300        68786
    7.95    2.28    1.48   -0.77    0.44   -0.20   0.19458062   0.66100001   0.33727300        68796
    2.07    1.41   -1.42   -0.40    3.01    0.92   0.91272498   0.66100001   0.06705300        68862
    2.93    2.61    0.89   -0.61    0.49   -0.93   0.31837040   0.66100001   0.30972500        68980
    6.62    3.30    0.84    0.09    1.22   -1.43   0.57990695   0.66100001   0.23272700        68992
    3.30    5.05    0.74   -0.13   -0.05    0.17  -0.25260055   0.66100001   0.40873800        69082
    4.15    2.65   -0.68   -1.58    0.40   -0.12   0.22161031   0.66100001   0.33163300        69101
    5.24    3.23    1.68    0.14    0.41   -0.06   0.95125816   0.66100001   0.03920400        69222
    1.53    2.41   -0.21    0.58   -1.04   -0.81  -0.84016474   0.66100001   0.46545700        69236
    5.46    2.52    1.25   -2.05    3.02   -2.93   0.53862252   0.66100001   0.24705000        69241
    2.69    2.26   -1.33    0.24   -0.49    1.11  -0.38256490   0.66100001   0.42394700        69280
    7.47    1.56   -1.48    0.12    0.36    0.20   0.79586805   0.66100001   0.13807900        69295
    2.23    1.37   -1.57   -0.90    1.88    0.53   0.87731220   0.66100001   0.09053400        69340
    5.02    1.61   -0.21   -0.01    1.61   -1.39   0.79849775   0.66100001   0.13666800        69376
    3.30    2.93   -0.52   -0.79    1.29   -0.11   0.86650909   0.66100001   0.09733200        69380
    4.36    1.35   -1.44   -0.12    2.19    0.17   0.97605081   0.66100001   0.01986200        69421
    5.74    2.33   -0.58    0.56    0.49    0.50   0.64390164   0.66100001   0.20845500        69506
    6.49    1.50   -0.62    0.15    0.42    1.40  -0.14537066   0.66100001   0.39463800        69518
    0.94    1.89    1.55    0.04   -0.55   -0.64  -0.47455473   0.66100001   0.43364900        69542
    5.82    5.15   -0.81    0.02    0.17   -0.12   0.85300355   0.66100001   0.10560600        69551
    5.47    4.00   -1.15    0.28    0.46   -0.06   0.91385479   0.66100001   0.06627200        69554
    3.54    1.85    0.70    0.40   -0.17    0.06  -0.45624762   0.66100001   0.43178200        69559
    4.92    4.94   -1.74   -0.03    0.29    0.08   0.90789178   0.66100001   0.07037100        69593
    3.23    1.99   -0.50    0.30    0.44    0.02   0.79804216   0.66100001   0.13691300        69594
    0.67    4.13   -0.12   -0.57    0.61    0.45   0.70249254   0.66100001   0.18368800        69656
    0.13    2.40   -0.17    0.01    2.39    0.15   0.96701893   0.66100001   0.02704600        69667
    0.55    1.76   -0.04    0.12   -0.05   -0.26  -0.21161066   0.66100001   0.40352800        69679
    2.29    1.33   -0.60   -0.28    0.42    0.39  -0.88422124   0.66100001   0.46869900        69781
    1.34    1.85    0.44   -0.34    1.73    0.51   0.98875136   0.66100001   0.00948000        69784
    4.43    3.35   -0.28   -0.78    1.06    0.89   0.62683005   0.66100001   0.21519500        69795
    1.30    2.26    1.57   -0.20   -0.20   -0.06  -0.51802849   0.66100001   0.43796300        69816
    3.12    1.34   -0.65    0.23    0.80   -0.45   0.84223361   0.66100001   0.11203200        69823
    5.70    2.37   -1.07    0.60    1.14    0.21   0.92807568   0.66100001   0.05626300        69830
    6.61    3.80   -0.63   -0.34    0.11   -0.81   0.39616171   0.66100001   0.28987900        69956
    4.95    2.44    0.07   -1.12    2.13    0.78   0.78553799   0.66100001   0.14354900        69960
    1.44    1.72    1.26    0.27    1.76   -0.64   0.82640667   0.66100001   0.12121000        69998
    1.83    2.84    1.21    0.42    0.24   -1.46  -0.09431859   0.66100001   0.38735600        70019
    2.99    1.46   -0.53   -0.53    2.16    1.10   0.85216123   0.66100001   0.10611400        70030
    0.23    1.44   -0.46    0.69    0.41   -0.83   0.27181666   0.66100001   0.32061800        70081
    7.87    1.34   -0.45   -0.12    1.66    0.27   0.88230733   0.66100001   0.08733500        70085
    6.71    2.04    0.88   -0.16    0.90   -0.42   0.78714421   0.66100001   0.14270600        70107
    5.08    2.35    0.83   -0.16    2.43   -0.47   0.94413524   0.66100001   0.04454700        70110
    1.17    5.08    1.09    0.18    0.19    0.11   0.58931293   0.66100001   0.22932400        70122
    0.88    4.29   -0.43   -0.24   -0.82    0.48  -0.85388099   0.66100001   0.46647800        70152
    1.59    1.60   -1.09   -0.65    0.43    0.20  -0.29356260   0.66100001   0.41373800        70177
    6.00    2.54    0.65    0.66   -0.36   -0.35  -0.27507427   0.66100001   0.41150600        70184
    3.97    3.12    1.64    1.56   -1.31   -1.37  -0.68329347   0.66100001   0.45296900        70196
    2.43    2.14   -0.15   -0.29    0.11    0.46   0.19895200   0.66100001   0.33637400        70258
    2.18    2.25   -1.70    1.50    2.57    0.20   0.80969269   0.66100001   0.13057500        70269
    7.06    1.56    0.56    0.28    3.22    0.56   0.97239421   0.66100001   0.02279000        70323
    6.23    1.51   -1.74    0.33    0.06    0.00   0.31737169   0.66100001   0.30996600        70334
    0.58    1.58   -1.29   -0.17    0.30    0.54   0.47445234   0.66100001   0.26750500        70370
    3.34    2.11    0.72    2.19    0.92    1.01   0.41838806   0.66100001   0.28379000        70384
    4.85    1.59    1.63    0.14    0.46   -0.60   0.14612303   0.66100001   0.34691500        70579
    4.71    2.20   -1.34    0.30    0.30   -0.36   0.72640110   0.66100001   0.17278500        70588
    4.96    1.45    1.28    1.59    3.46   -2.22   0.60736523   0.66100001   0.22263900        70700
    3.28    1.83    1.35    0.11    0.96   -0.67   0.74567523   0.66100001   0.16362600        70705
    5.03    2.68   -0.25   -0.11   -0.26   -0.10  -0.64920042   0.66100001   0.45004100        70757
    3.03    4.21    0.06   -0.04    0.46    0.43   0.69646115   0.66100001   0.18636200        70789
    1.56    2.71    0.98   -1.00    1.26    0.45   0.85788930   0.66100001   0.10264100        70812
    1.02    1.97   -0.81   -0.45    0.08   -0.08   0.40842846   0.66100001   0.28654300        70892
    5.43    3.90   -1.58   -1.32   -1.13    0.78  -0.68095777   0.66100001   0.45277100        70895
    1.94    1.35    0.99   -0.15    1.95    0.66   0.96339813   0.66100001   0.02988100        70941
    4.08    4.35   -0.97    0.03    0.82    0.25  -0.21092485   0.66100001   0.40343900        70959
    3.27    1.47   -1.67   -1.04    0.09    0.08   0.10562677   0.66100001   0.35454300        70980
    1.57    2.00    0.77    0.37   -0.16   -0.21  -0.47159279   0.66100001   0.43334900        71094
    2.45    1.46    0.64    0.09    1.88    0.30   0.98413048   0.66100001   0.01329600        71098
    2.80    1.50   -0.41   -0.22    3.15    1.96   0.83325779   0.66100001   0.11727500        71141
    4.94    1.63    0.28    0.07    0.28   -0.12   0.90457442   0.66100001   0.07262700        71168
    4.92    4.92    1.51    0.08   -1.81   -0.74  -0.84944546   0.66100001   0.46614900        71203
    5.09    1.47   -0.15    0.83    1.74   -0.32   0.67022833   0.66100001   0.19765200        71213
    2.39    4.56   -0.60   -0.32   -0.79   -0.17  -0.90247553   0.66100001   0.47001100        71233
    2.61    3.26    0.50   -0.25    0.41    0.88   0.44754396   0.66100001   0.27549300        71243
    2.68    3.55    0.21   -0.19   -0.27    0.02  -0.74196486   0.66100001   0.45782200        71246
    3.62    3.46    0.75   -0.01    0.53    0.61   0.71576338   0.66100001   0.17769700        71279
    5.26    3.40   -0.30    0.67    1.05   -0.89   0.71974954   0.66100001   0.17586800        71289
    5.50    2.55    1.33   -1.34    1.00    0.04   0.43567238   0.66100001   0.27891500        71301
    6.88    4.43    1.36    0.03    0.32   -0.37   0.59195602   0.66100001   0.22835800        71345
    1.85    2.89    0.59    0.39    0.27    0.06   0.42915125   0.66100001   0.28076900        71373
    1.22    1.69    0.34    0.08    0.43   -0.24   0.80526991   0.66100001   0.13299900        71377
