  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle          E0        Edpst   history_number
    2.03    1.46   -1.21    0.47    0.57   -0.40   0.61720049   0.66100001   0.21890900       243140
    4.50    1.73    0.74    0.23   -0.14    0.18  -0.45972514   0.66100001   0.43213900       243161
    2.58    2.15    0.03    0.48    2.10    0.75   0.82962786   0.66100001   0.11936700       243165
    1.05    3.53   -0.51    0.51   -0.93    0.62  -0.62282376   0.66039997   0.44718100       243180
    0.61    3.55    0.80    2.60    1.14    0.09   0.19686416   0.66100001   0.33680400       243186
    3.23    1.38    1.56   -0.15    0.22    0.03   0.83161113   0.66100001   0.11822600       243283
    6.25    1.39   -0.88   -0.14    1.44    1.00   0.70638552   0.66100001   0.18194600       243290
    0.48    1.72   -0.52    0.19    2.44   -0.70   0.93034715   0.66100001   0.05463300       243306
    4.03    2.10    1.48    0.02    0.08    0.00   0.94977256   0.66100001   0.04032600       243332
    4.52    2.37    1.11   -0.44    1.46    0.30   0.93421792   0.66100001   0.05183500       243346
    2.93    1.86   -0.11    0.17   -0.16   -0.46   0.01148207   0.66100001   0.37092100       243381
    1.28    2.51   -0.32    0.43    0.13    0.19   0.05766133   0.66100001   0.36311200       243384
    7.28    3.19   -1.36   -1.14   -0.49    1.88  -0.22232887   0.66100001   0.40491100       243385
    3.08    2.15    1.24    0.17    0.50   -0.03   0.80098945   0.66100001   0.13532400       243412
    1.35    3.67   -0.42   -0.14   -0.28   -0.18  -0.62750005   0.66100001   0.44813400       243427
    3.55    1.65   -1.00    0.15    0.09    0.15   0.28208852   0.66100001   0.31827300       243438
    6.44    4.79    0.72   -0.75    0.69   -1.42   0.51281458   0.66100001   0.25552700       243465
    2.85    1.67    0.11    0.30    2.91   -0.41   0.97747413   0.66100001   0.01871500       243506
    4.70    3.69    1.16    0.59    0.04   -0.10   0.12025343   0.66100001   0.35183100       243510
    5.93    1.94   -0.88    0.99   -0.25   -0.16  -0.09732605   0.66100001   0.38779600       243546
    4.39    4.09   -0.05    0.31   -0.29    0.33  -0.46886486   0.66100001   0.43307200       243583
    6.19    3.86   -1.36   -0.04    0.14   -0.13   0.72245226   0.66100001   0.17462000       243599
    3.58    3.36    1.42   -0.48    0.24    0.01   0.44426596   0.66100001   0.27644400       243608
    5.18    2.83    0.65   -0.05    0.39   -0.30  -0.39066111   0.66100001   0.42483400       243623
    5.83    2.84   -0.65    2.06   -0.46    0.59  -0.06846319   0.66100001   0.38351400       243658
    7.41    1.91   -0.29    0.16   -0.56   -0.44  -0.58770753   0.66100001   0.44454600       243668
    7.14    2.96    1.51    0.01    0.13    0.03   0.98311575   0.66100001   0.01412800       243698
    5.34    1.31    0.02    0.86    1.55    0.21   0.92368504   0.66100001   0.05938900       243699
    1.14    2.60   -1.05   -0.02    1.35    0.09   0.97721516   0.66100001   0.01892400       243734
    4.46    4.14    0.24    1.62    0.99   -0.11   0.94621695   0.66100001   0.04299500       243762
    7.21    2.56    0.28    0.20    0.09   -0.14   0.52304360   0.66100001   0.25220900       243779
    4.83    1.88   -1.36    0.10    0.53    0.79   0.53117927   0.66100001   0.24953100       243805
    3.72    4.78   -1.29   -1.85   -0.11    0.90   0.50519431   0.66100001   0.25796400       243811
    7.83    3.85    1.59    0.06    0.69    0.11   0.98363442   0.66100001   0.01370300       243845
    7.35    1.66    1.19   -1.11    0.18    0.31  -0.20957005   0.66100001   0.40326300       243855
    2.37    1.91   -0.45    0.27    2.32    1.85   0.73798766   0.66100001   0.16732000       243922
    6.64    1.76   -0.66   -0.26   -0.09    1.57  -0.17883777   0.66100001   0.39920500       244015
    2.41    3.17   -0.40   -0.04   -0.08    0.06  -0.55928233   0.66100001   0.44190800       244029
    2.54    3.59    0.21   -0.73    1.07   -0.41   0.79803471   0.66100001   0.13691700       244044
    2.82    2.97    1.03   -0.31    0.09    0.03   0.34708299   0.66100001   0.30265200       244078
    1.89    1.70    0.05   -0.46    0.16    0.28   0.38532512   0.66100001   0.29277700       244138
    0.44    1.87    0.23    0.07    0.83    0.50   0.81831996   0.66100001   0.12578200       244147
    5.46    3.58    0.79    0.03   -0.94   -0.67  -0.59530106   0.66100001   0.44524000       244173
    0.71    1.90   -0.05   -0.52    0.86   -0.43   0.90476332   0.66100001   0.07249900       244192
    3.30    2.22    0.98    0.29    2.51   -1.84   0.76194677   0.66100001   0.15562200       244212
    1.62    2.31    1.22    0.09    0.78    0.53   0.86139975   0.66100001   0.10049100       244254
    6.02    1.41   -0.27    0.09    1.21    0.75   0.82483972   0.66100001   0.12210200       244272
    7.40    2.38   -0.54   -0.53    1.49   -0.30   0.79122848   0.66100001   0.14055000       244379
    5.80    1.69   -1.36   -0.57    3.71    0.25   0.91859035   0.66100001   0.06297600       244389
    2.55    1.89    0.28    1.08    0.22   -1.66   0.06542887   0.66100001   0.36175700       244400
    1.53    2.61    0.84   -0.19   -0.24    0.14  -0.74948866   0.66100001   0.45842800       244418
    0.14    2.32   -0.39    0.15    1.08   -0.49   0.85212637   0.66100001   0.10613500       244420
    1.71    5.19    0.00    0.12   -0.46   -0.55  -0.57273023   0.66100001   0.44316400       244422
    6.16    4.38   -0.35   -0.20    1.17   -0.57   0.86694152   0.66100001   0.09706300       244438
    6.95    1.31    1.66   -0.42    1.35   -0.17   0.81317090   0.66100001   0.12865300       244447
    7.92    3.70   -1.72   -0.52    1.24    0.20   0.74065403   0.66100001   0.16604500       244480
    1.13    1.90   -0.03   -0.31    1.26    0.02   0.99153912   0.66100001   0.00715600       244483
    6.11    4.56   -1.59   -1.19    0.49    1.48  -0.48590170   0.66100001   0.43479100       244522
    4.70    1.55    0.80    0.06    0.47    0.40   0.81774164   0.66100001   0.12610600       244626
    1.94    1.97    0.56   -0.36    2.39   -1.80   0.76618250   0.66100001   0.15349600       244705
    0.83    1.78    0.87   -0.81    1.10    0.09   0.91349924   0.66100001   0.06651800       244876
    2.97    2.56    0.86   -0.27    0.12   -0.16  -0.53186615   0.66100001   0.43930200       244902
    3.33    2.06    0.29   -0.20    0.24    0.02   0.80261403   0.66100001   0.13444400       244962
    3.95    1.84    0.33    0.82    0.55    0.06   0.58593034   0.66100001   0.23055400       244964
    0.58    2.43   -0.41   -0.27    0.25    0.03   0.83711368   0.66100001   0.11503500       244975
    2.80    3.12    0.79    0.00    0.75    0.27   0.60583949   0.66100001   0.22321200       245000
    1.19    1.51   -0.88    0.91    1.00    1.04   0.43947682   0.66100001   0.27782500       245035
    3.59    4.64   -1.61   -0.85    0.75    0.03   0.78015559   0.66100001   0.14635400       245065
    3.60    1.81    0.15   -0.27    2.54    0.61   0.97108607   0.66100001   0.02383100       245080
    3.48    4.21    1.01   -0.37   -0.06    0.17  -0.11239159   0.66100001   0.38997900       245081
    0.91    1.92   -0.87   -0.01    0.28    0.09   0.90904308   0.66100001   0.06958400       245149
    3.33    4.68   -1.49   -0.50    0.25    0.21   0.37534579   0.66100001   0.29540600       245181
    2.28    3.43   -1.17    0.42    1.07    0.44   0.80504441   0.66100001   0.13312200       245191
    3.70    2.23   -0.53    0.35    0.84    0.09   0.92199310   0.66100001   0.06058500       245201
    4.80    1.58   -0.54   -1.92    2.74   -0.88   0.73532434   0.66100001   0.16858700       245220
    4.24    1.95   -0.05   -0.66    0.90    0.44   0.69835410   0.66100001   0.18552600       245240
    0.19    2.62   -0.32    0.03   -0.20   -0.06  -0.74629238   0.66100001   0.45817100       245275
    1.16    1.41    0.86    0.08    1.14   -0.33   0.90538257   0.66100001   0.07207900       245293
    6.36    2.78   -1.62    0.08    0.07   -0.04   0.77280294   0.66100001   0.15013700       245312
    4.39    2.96   -0.19   -0.20    1.95   -0.40   0.96541624   0.66100001   0.02830400       245337
    1.12    3.64    1.44    0.04    0.60   -0.25   0.85400140   0.66100001   0.10500300       245391
    1.60    5.42   -1.17   -0.12    0.10   -0.07   0.76769600   0.66100001   0.15273200       245517
    1.28    3.26    0.60   -0.74    1.13   -0.81   0.76255462   0.66100001   0.15531800       245527
    0.26    2.87    0.88    0.28    0.32    0.18   0.54004335   0.66100001   0.24657300       245535
    5.90    3.01    0.85   -0.13    1.49   -0.13   0.94585421   0.66100001   0.04326600       245581
    2.26    2.56    0.56    1.25   -0.78    0.43  -0.23953222   0.66100001   0.40710000       245583
    2.29    1.56    1.12    0.11    1.01    0.35   0.95388779   0.66100001   0.03720800       245613
    2.56    3.88   -0.45    0.02   -0.04   -0.30  -0.14310458   0.66100001   0.39432300       245631
    0.76    3.00   -0.78    0.30    0.65   -0.33   0.74723654   0.66100001   0.16286900       245636
    3.76    1.41   -0.66   -0.66    1.63    0.36   0.88316828   0.66100001   0.08678000       245637
    2.47    2.93   -0.11   -0.19    0.10   -0.09   0.47556356   0.66100001   0.26716800       245678
    4.09    3.05   -1.05    0.22    1.15    1.38   0.59681718   0.66100001   0.22657000       245737
    6.25    3.89    0.55   -1.12    1.31   -1.12   0.48185518   0.66100001   0.26524900       245747
    3.09    2.10    0.96   -0.93    1.60    0.46   0.87527571   0.66100001   0.09182800       245753
    5.55    3.86    0.28   -0.20   -0.68    0.14  -0.97710905   0.66100001   0.47519400       245851
    4.55    2.89   -1.22    1.19   -0.63   -0.08  -0.41370800   0.66100001   0.42732300       245860
    1.50    2.55    1.60    0.62    0.68   -0.12   0.59944846   0.66100001   0.22559600       245866
    0.40    2.03   -0.44    0.73   -0.16    0.85  -0.45332401   0.66100001   0.43148100       245867
    5.22    3.62    0.67   -0.19   -0.37   -0.59  -0.72415545   0.66100001   0.45637300       245874
    1.91    1.33    1.31   -0.19    0.97   -0.12   0.97396560   0.66100001   0.02153500       245900
    6.68    2.73    0.08    0.48    1.68    0.94   0.24980784   0.66100001   0.32553600       245947
    5.93    3.74    0.24    0.38    0.57   -0.30   0.82848382   0.66100001   0.12002300       245948
    5.76    2.20    1.43    0.01   -0.05    0.25   0.88814141   0.66100001   0.08355300       245966
    5.13    2.36    0.00    0.85   -0.03   -1.05   0.03097621   0.66100001   0.36767500       246008
    2.11    1.75   -1.47    0.32    0.09   -0.21   0.16257741   0.66100001   0.34370600       246013
    4.24    2.46   -0.89   -0.13    0.26   -0.18   0.78055287   0.66100001   0.14614800       246027
    2.30    2.25    0.19    2.02    1.81    0.66   0.51232331   0.66100001   0.25568500       246047
    5.37    2.94    0.74    0.82    0.38   -0.64   0.27073090   0.66100001   0.32086400       246107
    3.90    2.41   -0.97    2.62   -0.95    0.64  -0.30639622   0.66100001   0.41526400       246125
    5.89    1.35    0.07    0.72    0.17   -0.10   0.41839165   0.66100001   0.28378900       246138
    3.68    1.39   -0.82    2.53    3.51    0.68   0.79124357   0.66100001   0.14054200       246170
    7.94    1.56    0.52    0.01    2.82   -0.59   0.90512466   0.66100001   0.07225400       246190
    0.11    1.42   -1.06    0.15    0.48   -0.43   0.69926197   0.66100001   0.18512400       246242
    4.70    1.44   -0.15   -0.16    0.31    0.00   0.86078778   0.66100001   0.10086700       246264
    5.35    1.96   -0.46    0.60    2.16    0.95   0.46906392   0.66100001   0.26913100       246284
    5.96    1.78    0.29   -0.10    1.34   -0.82   0.81149103   0.66100001   0.12958300       246285
    2.59    4.20   -0.17   -1.32   -0.58    0.28  -0.47021322   0.66100001   0.43320900       246292
    7.39    2.53    0.71   -0.60    2.27   -0.19   0.83499514   0.66100001   0.11626800       246295
    6.00    3.99    0.53   -0.22    0.76   -0.52   0.71776567   0.66100001   0.17678000       246302
    2.02    1.85   -0.80    1.07    0.26    0.55   0.05135563   0.66100001   0.36420300       246318
    4.93    1.41    0.70    0.76    1.81    0.12   0.96678873   0.66100001   0.02722700       246378
    4.93    1.65   -0.62   -0.89    1.66   -0.54   0.76495091   0.66100001   0.15411600       246487
    4.08    2.12   -1.40    0.02    0.06   -0.02   0.43959514   0.66100001   0.27779100       246517
    1.71    3.41    0.72   -0.01    1.51    0.07   0.99432612   0.66100001   0.00481600       246543
    1.28    2.22    1.36   -0.38   -0.25   -1.10  -0.37885207   0.66100001   0.42353800       246545
    2.17    2.39   -0.01    0.28    0.09   -0.72   0.09068908   0.66100001   0.35726400       246554
    6.43    1.41   -1.07   -0.75    2.12   -0.60   0.82935082   0.66100001   0.11952600       246565
    7.83    2.76    1.69   -0.06   -0.31   -0.13  -0.78615150   0.66100001   0.46133000       246568
    4.05    2.66    1.34   -0.25   -0.13    0.05  -0.55746336   0.66100001   0.44173700       246604
    4.48    1.97   -1.24   -0.52   -0.52   -0.41  -0.48685079   0.66100001   0.43488600       246636
    6.39    2.11   -0.56    0.34    1.52   -0.70   0.92707263   0.66100001   0.05698000       246710
    3.20    2.83   -0.52    0.88    0.15   -0.46   0.21208421   0.66100001   0.33364300       246725
    2.83    3.75    0.99    0.01    0.26    0.11  -0.68724357   0.66100001   0.45330300       246730
    3.09    1.77    1.25    0.04    0.60   -0.53   0.64521008   0.66100001   0.20793000       246731
    6.73    2.39   -0.16    0.25    0.76   -0.43   0.89787029   0.66100001   0.07713400       246743
    4.97    1.90   -1.30   -0.27    0.64   -0.17   0.87520473   0.66100001   0.09187300       246752
    5.35    3.38   -0.33   -2.58   -0.94   -1.28  -0.62894442   0.66100001   0.44826200       246757
    3.83    3.37   -0.92   -1.35    0.30    0.21   0.06481805   0.66100001   0.36186400       246767
    4.27    2.81    0.03    0.59    0.67    0.13   0.78600344   0.66100001   0.14330500       246788
    1.85    5.08   -1.59    1.44   -0.30    0.36  -0.12639468   0.66100001   0.39197700       246900
    1.28    2.52   -1.20    0.02    0.10    0.00   0.68178072   0.66100001   0.19274700       246904
    0.09    1.79   -0.25    0.18    3.02    0.14   0.93568193   0.66100001   0.05077000       246911
    6.14    1.92    0.74    0.02    0.45    0.26   0.88729160   0.66100001   0.08410700       246919
    5.19    2.33    0.47   -2.65    2.64   -0.55   0.56837682   0.66100001   0.23682600       246939
    3.12    2.36    1.12    0.18   -0.28    0.16  -0.65800470   0.66100001   0.45080500       246982
    1.38    1.42    1.11   -0.93    1.35    0.08   0.93048888   0.66100001   0.05453100       246987
    6.30    1.80   -0.65    0.02    0.45    0.61  -0.44985672   0.66100001   0.43112300       247015
    4.94    1.63    0.70   -0.83   -0.19   -0.39  -0.44900608   0.66100001   0.43103500       247020
    2.36    2.23    0.11   -0.95   -0.62   -0.79  -0.56340945   0.66100001   0.44229500       247092
    6.98    2.48    0.37    0.33   -0.66   -0.01  -0.99985286   0.66100001   0.47671800       247106
    2.52    1.39    0.53   -0.08    1.30   -0.74   0.86230806   0.66100001   0.09993200       247114
    2.85    3.52    1.52   -0.10   -0.64   -0.26  -0.64431886   0.66100001   0.44961500       247115
    3.71    4.37    0.46    0.71    0.89   -0.09   0.78075718   0.66100001   0.14604200       247124
    3.76    3.08   -0.54   -0.34    0.67   -0.55   0.71473637   0.66100001   0.17816600       247138
    0.25    2.76    0.54    0.30    0.67   -0.10   0.69902499   0.66100001   0.18522900       247163
    4.02    3.51    0.82   -3.22    0.17   -0.96   0.07685626   0.66100001   0.35974100       247170
    4.96    1.45   -1.08    0.63    0.41    0.49  -0.51548379   0.66100001   0.43771500       247266
    4.07    2.34   -1.23    0.16   -0.26    0.41  -0.57688350   0.66100001   0.44354900       247273
    1.00    4.05   -1.32    0.00    1.19    2.88   0.82879975   0.66100001   0.11984200       247298
    6.33    2.21    1.22    0.01   -0.11   -0.05  -0.55761218   0.66100001   0.44175100       247301
    4.77    1.85   -1.63   -1.23    1.90    0.65   0.71562335   0.66100001   0.17776100       247318
    3.90    2.44    0.59    1.08    1.16   -0.16   0.75159819   0.66100001   0.16074200       247320
    4.21    1.33    0.35    1.43    0.95    0.80   0.55216325   0.66100001   0.24245900       247332
    5.52    1.73   -0.33    0.00    0.44    0.43   0.67692094   0.66100001   0.19482300       247344
    3.27    2.09   -0.92   -0.02    0.65   -0.16   0.98202617   0.66100001   0.01501900       247348
    6.96    2.81   -0.85   -1.40    1.95    1.45   0.51695339   0.66100001   0.25419100       247390
    1.80    2.17    1.51    0.03    0.66    0.10   0.98694628   0.66100001   0.01097600       247392
    2.60    5.52   -1.07    0.41   -1.15    1.01  -0.76356355   0.66100001   0.45955200       247401
    5.61    1.50   -1.15    2.32    3.47    1.74   0.80108375   0.66100001   0.13527300       247420
    6.81    2.45    0.43   -0.67    0.12    1.19   0.71963229   0.66100001   0.17592200       247433
    4.52    2.72   -0.39    0.37    1.96   -0.31   0.98942853   0.66100001   0.00891700       247525
    2.19    1.73    0.36   -0.43    2.53   -0.76   0.97625463   0.66100001   0.01969800       247558
    5.62    4.01   -1.18   -0.19    0.59    0.35   0.75432296   0.66100001   0.15940400       247595
    5.86    2.79   -0.44   -0.39    1.43    0.53   0.83692163   0.66100001   0.11514700       247628
    6.01    1.82   -1.72    0.11   -0.10    0.15  -0.40078637   0.66100001   0.42593400       247673
    3.50    1.69    0.16    0.05    0.67    0.16   0.24865816   0.66100001   0.32578900       247685
    5.61    2.55   -0.68    0.00    0.03    0.01   0.88852436   0.66100001   0.08330300       247723
    7.41    2.10   -0.29   -0.04    2.91    0.21   0.95251448   0.66100001   0.03825200       247727
    2.87    1.58    0.12   -1.73    1.95   -0.23   0.87609205   0.66100001   0.09131000       247757
    5.31    1.81    0.82    0.79    0.79   -0.01   0.78365266   0.66100001   0.14453500       247814
    1.11    1.53    0.91   -0.32    1.12    0.72   0.89127798   0.66100001   0.08149900       247818
    5.20    2.07   -0.75    0.23    0.42   -0.51   0.45980093   0.66100001   0.27189500       247836
    2.33    1.61    0.90    0.27    0.25   -0.29   0.47996986   0.66100001   0.26582600       247976
    1.21    3.10   -0.50   -0.50    1.42    0.47   0.92438192   0.66100001   0.05889500       247984
    2.25    2.48    0.25    0.40   -0.14    0.41  -0.26209620   0.66100001   0.40991500       248003
    5.58    1.97    1.03    0.23    0.13   -0.01   0.63633841   0.66100001   0.21146600       248016
    7.15    3.41   -0.93    0.05    0.05    0.02   0.53293036   0.66100001   0.24895000       248023
    6.63    2.26   -1.26    0.35   -0.20    0.78  -0.35915167   0.66100001   0.42134400       248054
    4.52    2.66    1.38   -0.36    1.33    0.06   0.94794330   0.66100001   0.04170200       248093
    0.73    1.87    1.42   -0.47    0.57    0.16   0.88876316   0.66100001   0.08314700       248111
    0.63    1.78   -0.51    0.50   -0.23    0.48  -0.54714602   0.66100001   0.44076200       248136
    5.07    1.73   -0.99   -0.06    1.45    0.10   0.97188705   0.66100001   0.02319400       248156
    4.14    2.31   -0.35    0.20    2.00   -0.81   0.92976442   0.66100001   0.05505200       248166
    3.83    3.42    0.23    0.68    0.88    0.03   0.78401078   0.66100001   0.14434800       248167
    6.82    3.86   -0.31    0.35    0.13    0.18   0.51294511   0.66100001   0.25548500       248184
    3.04    3.93   -0.52    0.23   -0.03   -0.31   0.05920324   0.66100001   0.36284400       248192
    3.39    2.16   -0.13   -1.59    1.82    1.07   0.69262777   0.66100001   0.18804600       248196
    1.88    2.34    0.88   -0.01    0.68   -1.54   0.31350483   0.66100001   0.31089600       248200
    5.59    2.95    0.00    1.05    1.64    0.99   0.81650412   0.66100001   0.12679800       248221
    7.76    3.55    1.47    0.03    1.47    0.02   0.95785545   0.66100001   0.03417200       248241
    5.97    3.87    1.28    0.19    0.79    0.11   0.99546258   0.66100001   0.00385700       248243
    7.80    3.93    1.29   -0.13    0.42    0.16   0.82116917   0.66100001   0.12418000       248279
    6.83    2.65   -1.01   -0.97    0.67    0.29   0.33671358   0.66100001   0.30523900       248289
    1.83    1.63   -0.17    0.10    0.13   -0.17   0.36933681   0.66100001   0.29697100       248335
    3.58    2.18    0.53   -0.27    1.88   -1.44   0.76884195   0.66100001   0.15215200       248340
    1.48    4.31    0.60    0.31   -0.37    0.24  -0.36492362   0.66100001   0.42199100       248363
    7.14    3.72    0.27   -0.05    0.32    0.06   0.89398123   0.66100001   0.07971700       248391
    4.57    1.85   -1.41    0.05    1.19    0.04   0.98707929   0.66100001   0.01086600       248402
    5.01    3.34   -0.49    1.11   -0.58   -0.93  -0.42421123   0.66100001   0.42844000       248406
    6.03    2.81   -0.67    0.32   -0.32    1.87  -0.24630855   0.66100001   0.40795200       248417
    6.38    2.66   -0.17    0.12    0.04    0.06   0.42930321   0.66100001   0.28072600       248423
    3.22    1.77    1.58   -1.37    1.70   -0.26   0.78047768   0.66100001   0.14618700       248459
    5.13    1.30   -0.85   -1.45    1.66    0.13   0.62994297   0.66100001   0.21398100       248480
    1.93    1.84    1.71    1.19    0.33   -0.41   0.25339113   0.66100001   0.32474500       248485
    3.96    1.57    0.21    0.03    0.93   -0.09   0.98905822   0.66100001   0.00922500       248508
    1.50    2.31   -1.18   -0.79    0.37    0.71   0.38159156   0.66100001   0.29376500       248526
    7.16    1.90   -0.87   -0.08    0.67    0.12   0.88016872   0.66100001   0.08870900       248546
    7.59    1.64    0.14   -0.03    0.12   -0.16   0.54414149   0.66100001   0.24519100       248596
    4.49    2.52    0.25    0.31    1.75    0.70   0.93165430   0.66100001   0.05369100       248598
    0.86    2.12   -0.76    1.18   -0.39   -0.28  -0.58716233   0.66100001   0.44449600       248618
    0.76    2.07    0.37   -0.55    0.49   -0.21   0.77041830   0.66100001   0.15135200       248619
    1.36    3.48    0.01    2.94    1.28   -1.46   0.18766064   0.66100001   0.33868600       248632
    4.77    2.83   -0.55    0.22   -0.02   -0.04   0.03286873   0.66100001   0.36735600       248654
    3.30    1.55   -0.14   -0.05    0.41   -0.32   0.78840758   0.66100001   0.14204100       248662
    2.28    4.19    0.27   -0.05   -0.33    0.34  -0.81628959   0.66100001   0.46365400       248756
    7.33    2.61    0.19   -0.17    0.11   -0.02   0.32608573   0.66100001   0.30785200       248765
    5.26    4.34    0.19    0.08   -0.16   -0.13  -0.19995513   0.66100001   0.40200700       248789
    1.72    2.04    1.57   -0.49    0.66    0.15   0.88442800   0.66100001   0.08596600       248827
    0.50    1.63   -0.07    1.34    1.57   -0.74   0.56190373   0.66100001   0.23909300       248837
    2.86    1.64    0.32    0.12    0.16    0.12   0.71895863   0.66100001   0.17623200       248845
    0.95    2.26   -0.39    1.75    1.41    0.33   0.41164245   0.66100001   0.28565900       248884
    4.38    4.53   -0.10    0.31    0.22    0.85   0.28675917   0.66100001   0.31719600       248927
    2.91    2.56   -0.15   -0.25    0.06    0.25  -0.17614247   0.66100001   0.39884300       248935
    2.97    1.77    0.90    0.02   -0.21   -0.43  -0.66165340   0.66100001   0.45112000       248976
    5.37    1.95   -0.79    0.20    1.67    0.13   0.98858038   0.66100001   0.00962200       248978
    7.29    3.19    1.31   -0.84    0.68   -0.01   0.37748729   0.66100001   0.29484500       248989
    3.59    5.43    0.48    0.88   -0.14   -0.22  -0.12622524   0.66100001   0.39195300       249002
    5.73    1.63    1.12   -0.61    0.33   -0.51   0.12210108   0.66100001   0.35148500       249005
    3.32    1.72    0.32    3.07    0.63    0.29   0.55164088   0.66100001   0.24263800       249035
    1.50    2.41   -0.21   -0.23    0.20   -0.59  -0.84840952   0.66100001   0.46607200       249049
    4.86    2.17   -1.19    0.01   -0.03    0.03  -0.84789858   0.66100001   0.46603400       249096
    4.80    1.77   -0.38   -0.91    0.99    0.03   0.82233629   0.66100001   0.12352100       249109
    6.77    5.33   -1.33    0.12   -0.18   -0.16   0.60179154   0.66100001   0.22472500       249119
    7.18    3.93    1.32    0.22   -0.69   -0.16  -0.91014632   0.66100001   0.47055700       249122
    4.20    1.64   -1.41    0.41    0.46    0.44   0.59474494   0.66100001   0.22733400       249125
    7.24    1.43    1.09    0.09    0.32    0.13   0.95246177   0.66100001   0.03829200       249148
    0.33    4.64    0.89   -0.01    0.10    0.12   0.72058263   0.66100001   0.17548400       249186
    2.66    3.95    0.92    0.78   -0.45   -0.58  -0.54470446   0.66100001   0.44053000       249225
    5.81    4.75    0.73   -0.45    0.33    0.26   0.46297596   0.66100001   0.27095200       249229
    2.90    2.39   -0.90    0.46    0.53   -0.15   0.69156446   0.66100001   0.18851100       249305
    5.77    2.26   -0.20    0.06   -0.25   -0.03  -0.51337434   0.66100001   0.43750900       249336
    7.75    3.05    1.21   -0.35   -0.39   -0.15   0.56404435   0.66100001   0.23834600       249350
    3.35    5.49    0.92   -0.34   -0.13   -1.32   0.77913780   0.66100001   0.14688100       249369
    6.03    4.13   -1.46    0.37   -0.18   -0.29  -0.02580657   0.66100001   0.37693400       249395
    5.30    2.00    0.54   -0.17    0.25    0.65   0.32954384   0.66100001   0.30700600       249404
    6.03    1.64   -1.75    1.08    0.82    0.45   0.67676573   0.66100001   0.19488900       249419
    7.32    3.00   -1.39   -0.21    0.02    0.58  -0.24959376   0.66100001   0.40836300       249475
    7.44    3.95    0.23    0.42   -0.25   -0.07  -0.07524402   0.66100001   0.38453200       249488
    1.15    2.13    1.38   -0.28    0.42   -0.99   0.02901409   0.66100001   0.36800500       249496
    7.77    1.83   -0.48   -0.55   -0.12    0.07  -0.54334909   0.66100001   0.44040100       249515
    7.10    3.61   -0.10   -0.37    1.11    0.50   0.78027134   0.66100001   0.14629400       249517
    7.06    4.51    0.26    0.57    0.63    0.17   0.84447489   0.66100001   0.11070700       249521
    1.51    2.59    0.88    0.13    1.50   -1.17   0.84449851   0.66100001   0.11069300       249584
    2.11    1.71   -0.07   -0.05    0.06    0.07   0.55880408   0.66100001   0.24017000       249604
    6.63    2.48    1.26    0.70   -0.85   -1.13  -0.55544561   0.66100001   0.44154700       249621
    1.70    2.56    0.28    0.90    1.20    0.97   0.62955670   0.66100001   0.21413200       249629
    4.06    1.60    0.46    0.02    0.19   -0.07   0.33944574   0.66100001   0.30456100       249671
    5.35    1.48    0.68   -0.42    0.41    0.02   0.39458310   0.66100001   0.29030400       249681
    2.44    1.52    1.01   -0.36    0.97   -0.35   0.86696723   0.66100001   0.09704700       249724
    6.98    1.83   -0.32    0.47   -0.23   -0.02  -0.16492803   0.66100001   0.39732600       249725
    5.82    3.79    0.10   -0.06    0.11   -0.06   0.65138705   0.66100001   0.20543500       249755
    4.79    3.65    1.26   -0.83    1.06    0.20   0.75449353   0.66100001   0.15932000       249756
    7.19    3.86    0.33    0.29    0.43    0.46   0.75099344   0.66100001   0.16103800       249770
    4.14    3.56    1.40   -1.54    1.02   -0.40   0.45511311   0.66100001   0.27327900       249787
    5.96    4.13   -0.47   -2.74   -0.40    0.87  -0.26310178   0.66100001   0.41003900       249804
    3.28    2.12    0.75    1.32    0.32    0.92   0.11566455   0.66100001   0.35268700       249835
    4.84    1.98   -0.13   -0.10    0.08   -0.06  -0.33505811   0.66100001   0.41860500       249836
    5.43    5.06    1.52    0.23    0.11   -0.26   0.36467866   0.66100001   0.29817500       249884
    1.89    2.42    1.22    0.36    0.33   -0.20   0.49726794   0.66100001   0.26046800       249888
    2.41    2.24    0.79    0.05    0.72   -0.58  -0.43792060   0.66100001   0.42988200       249920
    3.99    2.55   -1.06   -0.09    0.22   -0.17   0.75972509   0.66100001   0.15673000       249984
    2.88    1.99   -0.88    2.01   -0.15   -0.77  -0.17464912   0.66100001   0.39864200       249986
    5.11    2.05   -0.34   -0.24    0.48    0.20   0.78498041   0.66100001   0.14384100       249990
    7.07    1.65    0.87    0.27    0.49    0.01   0.97598989   0.66100001   0.01991100       250036
    0.38    2.54   -1.58   -0.05    0.16    0.09   0.76405314   0.66100001   0.15456700       250049
    3.97    3.38   -0.22    0.03    0.28    0.21   0.78270537   0.66100001   0.14502900       250066
    0.75    2.60    1.72   -0.25    1.24   -0.04   0.98152500   0.66100001   0.01542800       250069
    2.59    1.93   -1.23   -0.33    0.69   -0.49   0.84116925   0.66100001   0.11265900       250110
    1.70    1.93   -0.51    0.23   -0.54    0.40   0.34014123   0.66100001   0.30438800       250138
    2.20    1.86    1.56   -0.31    0.36   -0.05   0.80594031   0.66100001   0.13263300       250143
    1.84    3.04    0.40    0.02   -0.08    0.01  -0.91007587   0.66100001   0.47055200       250165
